name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Keith Erickson,766,12.2,0.475,,0.23,5.1,13.6,8.8,14.2,1.6,0.4,,,6.9,18.3,25.2,0.064,-0.3,-0.3,-0.6,2.3,617
Julius Erving,1243,23.5,0.558,0.019,0.345,8.6,15.0,11.9,17.7,2.5,2.6,13.5,27.2,107.3,73.8,181.1,0.192,4.6,1.6,6.2,80.1,618
Drew Eubanks,384,16.4,0.642,0.037,0.389,10.0,22.0,16.0,8.9,1.1,4.7,16.0,14.8,9.4,6.5,15.9,0.13,-1.1,0.4,-0.7,1.9,619
Jeremy Evans,250,17.3,0.6,0.041,0.33,10.4,18.0,14.1,6.6,1.8,3.7,10.4,14.2,5.5,2.7,8.2,0.15,0.2,0.7,0.9,1.9,620
Maurice Evans,562,11.9,0.537,0.363,0.183,6.0,8.7,7.4,6.0,1.4,0.6,7.4,15.8,14.1,7.6,21.7,0.096,-0.5,-0.8,-1.3,2.0,621
Mike Evans,591,12.0,0.514,0.185,0.192,1.9,6.9,4.3,19.7,2.0,0.3,15.7,20.2,3.0,6.3,9.3,0.045,-1.5,-0.9,-2.4,-1.1,622
Reggie Evans,809,11.7,0.502,0.005,0.856,15.0,28.7,21.9,4.3,1.9,0.6,21.5,12.1,6.6,20.5,27.1,0.084,-2.2,-0.6,-2.7,-2.9,623
Tyreke Evans,594,17.1,0.517,0.194,0.303,3.1,14.0,8.5,26.3,2.0,1.0,14.1,25.6,15.0,13.4,28.4,0.075,1.1,-0.3,0.8,13.1,624
Patrick Ewing,1183,21.0,0.553,0.006,0.379,7.9,24.7,16.4,9.8,1.4,4.8,13.6,28.0,45.0,81.4,126.4,0.15,1.3,1.6,2.9,50.1,625
Dante Exum,320,9.6,0.538,0.419,0.217,2.3,9.3,5.8,17.8,1.1,0.7,17.0,16.5,2.0,4.6,6.6,0.053,-2.4,-0.4,-2.8,-1.2,626
John Fairchild,165,11.9,0.459,0.037,0.348,,,9.9,7.3,,,14.6,21.7,0.5,1.3,1.8,0.037,,,,,627
Kenneth Faried,478,19.7,0.577,0.011,0.397,13.8,22.9,18.3,6.5,1.5,2.6,11.7,19.7,25.5,13.3,38.8,0.159,1.2,-0.7,0.5,7.5,628
Dick Farley,211,12.1,0.455,,0.474,,,,,,,,,3.6,4.7,8.2,0.103,,,,,629
Jordan Farmar,504,13.3,0.528,0.452,0.151,1.9,9.2,5.5,23.6,2.0,0.4,15.9,20.0,5.9,8.0,13.9,0.068,0.0,-0.5,-0.5,3.7,630
Jim Farmer,136,10.9,0.49,0.121,0.305,5.6,8.1,6.8,10.9,1.4,0.2,13.9,23.1,-0.1,0.8,0.7,0.024,-2.5,-1.7,-4.3,-0.8,631
Mike Farmer,423,9.9,0.436,,0.201,,,,9.7,,,,,-0.1,6.5,6.3,0.035,,,,,632
Derrick Favors,790,18.8,0.566,0.03,0.347,11.4,21.7,16.5,7.4,1.5,4.0,11.9,19.7,31.7,28.5,60.2,0.15,0.2,0.7,0.9,14.0,633
Jamie Feick,201,12.4,0.472,0.036,0.378,13.1,25.1,18.9,5.0,1.4,1.5,13.6,11.7,3.5,4.7,8.2,0.091,-1.4,-1.3,-2.7,-0.7,634
Dave Feitl,275,9.8,0.482,0.008,0.306,8.6,21.4,14.9,5.8,0.7,0.9,15.9,19.8,-1.4,2.8,1.4,0.022,-4.1,-1.7,-5.8,-2.9,635
Cristiano Felício,252,14.0,0.602,0.019,0.426,11.4,18.8,15.1,7.5,1.0,1.1,14.8,12.9,5.9,3.1,9.0,0.121,-1.6,-0.9,-2.5,-0.4,636
Ray Felix,637,17.1,0.481,,0.546,,,,,,,,,26.9,12.7,39.6,0.125,,,,,637
Raymond Felton,971,13.8,0.497,0.282,0.218,2.2,9.4,5.8,28.9,2.1,0.6,15.5,20.4,16.2,23.9,40.2,0.067,-0.2,-0.4,-0.6,10.1,638
Bruno Fernando,220,13.9,0.576,0.076,0.389,10.8,22.7,16.6,9.8,1.2,4.0,17.5,16.5,1.6,2.2,3.8,0.079,-3.2,0.2,-3.0,-0.6,639
Eric Fernsten,218,11.7,0.498,0.0,0.447,9.8,15.5,12.6,6.8,1.5,1.8,15.3,14.4,1.0,2.4,3.3,0.098,-1.4,0.6,-0.7,0.6,640
Al Ferrari,371,9.5,0.445,,0.424,,,,,,,,,3.5,5.4,8.9,0.056,,,,,641
Duane Ferrell,583,12.9,0.538,0.049,0.37,7.0,7.6,7.3,9.0,1.8,0.8,12.9,19.3,9.0,6.6,15.6,0.086,-1.2,-0.6,-1.8,0.5,642
Yogi Ferrell,259,12.2,0.537,0.46,0.18,1.4,10.2,5.7,17.2,1.6,0.5,10.5,17.8,4.1,3.6,7.7,0.071,-1.1,-0.2,-1.3,0.9,643
Bob Ferry,634,13.8,0.48,,0.39,,,,9.5,,,,,11.3,9.0,20.2,0.076,,,,,644
Danny Ferry,917,11.8,0.536,0.307,0.159,4.3,12.5,8.4,10.9,1.1,1.2,11.9,17.6,15.7,19.0,34.8,0.092,-0.9,-0.1,-0.9,4.9,645
Kyrylo Fesenko,135,8.5,0.49,0.008,0.532,10.6,18.5,14.5,5.3,0.9,3.8,17.5,15.4,-0.4,1.3,0.9,0.038,-5.6,-0.1,-5.7,-1.1,646
Landry Fields,255,12.1,0.539,0.25,0.252,4.7,16.4,10.5,10.8,1.8,0.6,14.4,14.0,4.7,5.8,10.5,0.084,-0.6,0.3,-0.3,2.6,647
Hank Finkel,551,12.6,0.487,,0.325,7.8,17.6,13.2,8.1,0.5,0.5,,,3.6,9.9,13.5,0.094,-3.0,0.0,-3.0,-0.2,648
Michael Finley,1103,16.0,0.527,0.257,0.201,3.3,10.9,7.2,14.5,1.4,0.6,9.0,21.7,56.9,28.3,85.2,0.108,1.6,-0.6,1.0,28.8,649
Dorian Finney-Smith,591,10.7,0.563,0.618,0.137,5.9,12.0,8.9,7.2,1.5,1.4,10.6,13.0,13.6,14.8,28.4,0.083,-1.2,0.1,-1.0,4.0,650
Derek Fisher,1287,11.7,0.514,0.358,0.266,1.4,7.6,4.6,17.4,2.1,0.2,12.4,16.2,32.0,30.2,62.3,0.091,-1.4,0.5,-0.9,8.9,651
Marcus Fizer,289,13.4,0.481,0.043,0.317,7.0,18.9,12.8,11.0,1.2,1.0,12.9,25.1,-1.3,4.0,2.7,0.022,-1.9,-1.8,-3.7,-2.6,652
Jerry Fleishman,262,13.6,0.336,,0.345,,,,,,,,,-1.1,8.9,7.8,0.031,,,,,653
Ed Fleming,292,14.1,0.436,,0.448,,,,,,,,,3.3,6.5,9.8,0.076,,,,,654
Vern Fleming,893,15.1,0.55,0.026,0.355,4.5,9.0,6.8,25.2,1.8,0.3,16.3,18.7,33.2,18.8,52.0,0.101,0.6,-0.1,0.4,15.3,655
Sleepy Floyd,957,15.5,0.531,0.16,0.349,2.5,7.8,5.1,27.7,2.0,0.5,16.3,21.1,29.9,20.7,50.6,0.092,0.9,-0.4,0.5,16.6,656
Malachi Flynn,217,10.9,0.499,0.511,0.172,2.0,11.9,6.8,19.1,1.9,0.7,11.1,18.6,0.4,2.5,2.9,0.045,-2.4,-0.2,-2.6,-0.5,657
Bryn Forbes,431,11.0,0.572,0.563,0.131,0.9,8.1,4.5,8.6,0.9,0.1,8.3,18.2,7.0,4.7,11.6,0.065,-1.0,-1.4,-2.4,-0.8,658
Chris Ford,794,12.2,0.494,0.049,0.173,4.3,6.8,5.8,16.4,2.6,0.5,15.2,16.1,14.8,20.7,35.6,0.077,-0.7,0.9,0.3,11.6,659
Don Ford,474,10.8,0.495,0.002,0.178,6.2,12.5,9.4,8.8,1.3,0.8,15.1,13.7,5.1,7.6,12.7,0.066,-1.5,-0.3,-1.8,0.4,660
Phil Ford,482,13.9,0.531,0.026,0.351,1.3,5.7,3.5,30.2,2.0,0.1,20.1,19.6,10.8,12.5,23.3,0.083,-0.1,-0.6,-0.8,4.1,661
T.J. Ford,429,15.1,0.503,0.104,0.294,2.8,10.1,6.4,34.1,2.2,0.3,18.0,22.2,6.4,10.4,16.9,0.068,-0.2,-0.2,-0.4,4.6,662
Danny Fortson,440,16.2,0.562,0.005,0.614,15.0,26.2,20.4,5.8,1.1,0.8,16.9,19.4,16.5,5.8,22.3,0.121,-1.1,-2.1,-3.2,-2.6,663
Fred Foster,524,10.7,0.452,,0.231,5.4,6.9,6.6,9.2,1.1,0.2,,,-2.2,5.1,2.9,0.016,-2.6,-1.7,-4.3,-1.4,664
Greg Foster,656,8.9,0.482,0.037,0.238,7.7,17.2,12.5,6.8,0.6,1.8,15.0,17.4,-1.4,7.0,5.6,0.033,-4.4,-1.1,-5.5,-7.0,665
Jeff Foster,764,14.2,0.531,0.018,0.437,15.2,22.6,19.0,6.8,1.7,1.4,14.8,12.0,23.2,24.3,47.5,0.145,-0.7,0.2,-0.4,6.3,666
Evan Fournier,704,13.5,0.561,0.464,0.217,1.5,9.1,5.2,14.3,1.6,0.5,11.2,21.6,17.0,13.5,30.5,0.075,-0.4,-0.7,-1.1,4.3,667
Larry Foust,817,19.8,0.485,,0.512,,,,,,,,,51.1,28.0,79.2,0.164,,,,,668
De'Aaron Fox,531,18.6,0.557,0.275,0.324,2.0,11.1,6.5,29.1,2.1,1.1,12.4,28.4,20.5,13.4,33.9,0.092,1.6,-0.7,0.8,12.7,669
Jim Fox,743,15.2,0.539,,0.411,9.0,20.8,15.6,9.5,1.1,0.7,,,27.7,14.1,41.8,0.116,0.0,-0.2,-0.1,2.8,670
Rick Fox,930,13.6,0.538,0.294,0.247,4.7,12.0,8.3,17.1,2.1,1.0,16.2,18.4,22.8,21.9,44.7,0.09,-0.4,0.4,0.0,11.7,671
Randy Foye,752,12.0,0.524,0.447,0.212,1.5,8.6,5.0,17.5,1.4,0.9,13.0,19.7,14.2,9.2,23.5,0.058,-0.4,-0.8,-1.2,3.8,672
Adonal Foyle,733,12.3,0.486,0.001,0.256,10.5,18.4,14.3,4.0,1.0,6.4,16.2,12.2,3.2,15.4,18.7,0.069,-2.8,1.2,-1.7,1.1,673
Richie Frahm,140,12.0,0.545,0.617,0.145,2.9,10.0,6.5,9.3,1.3,0.5,7.1,15.6,2.2,0.7,2.8,0.092,0.0,-0.8,-0.7,0.5,674
Steve Francis,576,18.3,0.533,0.204,0.423,5.2,11.8,8.6,28.4,2.1,0.7,17.2,25.0,34.5,19.6,54.1,0.12,2.2,-0.1,2.2,22.7,675
Tellis Frank,264,10.3,0.499,0.003,0.4,8.5,15.9,12.1,8.2,1.6,1.2,16.0,17.6,0.2,3.8,4.0,0.041,-3.7,-0.4,-4.1,-2.5,676
Ron Franz,403,14.2,0.507,0.048,0.414,6.2,13.1,9.8,9.7,,,14.0,20.5,10.5,7.6,18.1,0.088,,,,,677
Tim Frazier,289,11.3,0.491,0.315,0.27,2.9,10.9,6.9,31.2,1.9,0.4,20.9,15.5,2.1,4.2,6.3,0.059,-2.5,-0.1,-2.7,-0.9,678
Walt Frazier,825,19.1,0.542,0.0,0.338,3.1,11.7,7.6,23.0,2.3,0.2,12.9,21.7,69.1,44.5,113.5,0.176,1.8,0.7,2.5,15.5,679
Jimmer Fredette,241,12.5,0.521,0.405,0.175,1.8,6.8,4.3,16.8,1.5,0.3,13.9,22.1,1.9,0.3,2.2,0.033,-0.4,-2.1,-2.5,-0.4,680
World B. Free,886,18.8,0.527,0.044,0.438,4.0,5.7,4.8,19.0,1.6,0.4,10.9,29.0,54.6,13.1,67.7,0.121,2.6,-1.3,1.2,22.0,681
Enes Freedom,748,20.8,0.59,0.025,0.299,15.2,24.6,19.9,6.7,0.9,1.9,13.2,22.2,36.0,16.8,52.8,0.157,1.5,-1.7,-0.1,7.6,682
Donnie Freeman,648,18.3,0.523,0.007,0.386,4.6,4.5,5.0,16.2,1.3,0.4,11.1,23.7,37.0,21.0,58.0,0.132,0.1,-1.0,-0.9,1.5,683
Channing Frye,890,13.3,0.547,0.407,0.16,4.5,18.6,11.6,6.8,1.2,2.1,9.9,18.0,20.7,18.2,38.9,0.094,-0.4,0.0,-0.4,8.0,684
Joe Fulks,489,10.9,0.374,,0.329,,,,,,,,,8.3,20.9,29.2,-0.045,,,,,685
Todd Fuller,225,10.3,0.472,0.005,0.4,11.1,19.7,15.5,3.0,0.7,1.8,14.2,18.6,-0.2,2.4,2.2,0.041,-4.0,-1.7,-5.7,-2.3,686
Markelle Fultz,255,14.3,0.514,0.124,0.186,4.0,10.9,7.4,28.3,2.3,1.1,14.9,21.4,1.5,6.9,8.4,0.066,-1.6,0.4,-1.2,1.2,687
Lawrence Funderburke,318,16.4,0.543,0.011,0.374,10.2,15.7,12.9,6.3,1.0,1.4,10.7,19.2,8.1,4.8,12.9,0.131,0.5,-0.9,-0.5,1.8,688
Bill Gabor,307,12.9,0.412,,0.362,,,,,,,,,3.1,8.2,11.2,0.081,,,,,689
Wenyen Gabriel,150,12.4,0.578,0.244,0.34,11.5,16.9,14.2,5.0,1.3,2.8,14.9,14.8,1.6,2.2,3.8,0.093,-3.2,-0.5,-3.7,-0.8,690
Dan Gadzuric,527,14.4,0.508,0.004,0.351,13.4,21.6,17.4,4.0,1.6,4.4,12.8,16.2,6.0,9.9,15.8,0.097,-2.3,0.0,-2.3,-0.7,691
Daniel Gafford,378,21.4,0.718,0.0,0.429,12.0,19.0,15.5,7.9,1.2,6.7,12.9,16.1,21.4,9.7,31.1,0.199,0.7,1.2,1.9,7.4,692
Corey Gaines,80,10.8,0.499,0.221,0.332,1.2,6.4,3.8,31.9,1.9,0.2,22.5,12.9,0.6,0.5,1.1,0.052,-1.9,-0.4,-2.3,-0.1,693
Mike Gale,842,12.5,0.503,0.016,0.217,3.3,8.5,6.0,18.6,3.2,1.0,19.6,14.3,8.3,26.2,34.6,0.08,-1.1,1.8,0.7,11.8,694
Harry Gallatin,682,21.6,0.497,,0.59,,,,,,,,,56.1,22.2,78.4,0.182,,,,,695
Danilo Gallinari,777,16.8,0.592,0.463,0.425,2.6,15.2,8.9,9.9,1.2,0.9,8.5,20.9,50.7,14.7,65.4,0.14,2.4,-0.7,1.7,20.8,696
Langston Galloway,452,11.4,0.521,0.529,0.152,2.4,10.2,6.2,11.5,1.6,0.5,7.1,17.1,7.6,6.8,14.4,0.07,-1.1,-0.4,-1.4,1.3,697
Dave Gambee,750,15.2,0.5,,0.416,,,,7.9,,,,,21.8,14.1,35.9,0.117,,,,,698
Kevin Gamble,649,14.2,0.555,0.124,0.194,3.0,8.3,5.7,13.1,1.6,0.8,9.6,18.3,22.3,11.0,33.3,0.11,0.0,0.2,0.2,8.1,699
Francisco García,549,12.3,0.541,0.445,0.21,2.7,11.0,6.8,10.0,1.9,2.4,12.0,17.0,9.1,9.1,18.2,0.074,-0.5,0.4,-0.1,5.7,700
Darius Garland,382,16.3,0.568,0.398,0.206,1.7,7.2,4.5,31.5,1.7,0.3,15.1,25.7,13.8,10.7,24.6,0.093,1.6,-1.3,0.3,7.3,701
Winston Garland,511,12.5,0.487,0.059,0.245,3.3,8.3,5.8,25.7,2.4,0.4,16.5,17.9,4.3,9.9,14.2,0.051,-1.6,-0.1,-1.6,1.3,702
Dick Garmaker,421,14.2,0.475,,0.393,,,,,,,,,18.7,6.9,25.6,0.101,,,,,703
Kevin Garnett,1462,22.7,0.546,0.03,0.293,7.6,26.0,17.0,19.3,1.9,3.0,11.8,24.7,99.9,91.5,191.4,0.182,3.5,2.1,5.6,96.9,704
Dean Garrett,359,13.3,0.513,0.0,0.288,9.8,20.7,15.1,4.7,1.3,4.0,10.7,12.3,6.9,7.2,14.1,0.097,-1.4,0.0,-1.4,1.1,705
Dick Garrett,339,10.8,0.47,,0.206,4.9,7.8,5.6,13.5,1.4,0.2,,,1.5,4.5,6.0,0.033,-5.3,-0.4,-5.8,-0.4,706
Rowland Garrett,263,13.4,0.479,,0.217,7.3,13.8,10.8,5.7,1.3,0.8,,,1.9,3.5,5.4,0.089,-1.3,-0.7,-2.0,0.0,707
Pat Garrity,552,10.7,0.532,0.448,0.15,3.5,11.5,7.5,6.4,1.1,0.7,9.9,16.8,11.1,7.6,18.7,0.081,-0.9,-0.9,-1.8,0.5,708
Marc Gasol,891,18.0,0.557,0.124,0.376,5.7,21.2,13.3,17.1,1.4,3.7,13.5,20.5,42.9,42.4,85.3,0.143,1.3,1.8,3.1,36.5,709
Pau Gasol,1226,21.4,0.565,0.031,0.401,8.6,22.2,15.5,16.7,0.8,3.5,12.5,23.3,89.9,54.1,144.1,0.169,2.8,0.8,3.6,57.5,710
Chris Gatling,700,17.6,0.555,0.037,0.436,10.2,20.6,15.3,5.8,1.7,1.9,14.1,24.1,15.4,16.7,32.1,0.112,-0.4,-0.6,-1.1,3.2,711
Kenny Gattison,494,13.0,0.555,0.004,0.443,8.3,17.7,13.0,6.3,1.4,2.0,14.6,17.5,7.4,9.5,16.9,0.082,-2.2,-0.3,-2.4,-1.1,712
Rudy Gay,1120,16.3,0.535,0.232,0.264,4.8,15.9,10.3,11.1,1.8,1.9,12.0,24.2,26.9,34.2,61.0,0.085,0.7,-0.2,0.6,22.4,713
Andrew Gaze,26,9.6,0.501,0.571,0.048,2.8,8.1,5.4,13.7,1.6,1.0,14.0,17.5,0.0,0.1,0.1,0.052,-2.2,-0.7,-2.9,0.0,714
Alonzo Gee,417,10.7,0.522,0.248,0.325,4.7,12.6,8.5,7.6,2.1,0.9,14.5,15.2,3.8,5.9,9.7,0.051,-2.3,0.1,-2.2,-0.4,715
Matt Geiger,552,15.2,0.542,0.017,0.325,11.0,19.4,15.2,5.4,1.3,2.1,13.8,19.9,14.0,14.4,28.4,0.112,-1.1,-0.7,-1.8,0.6,716
Mickaël Gelabale,145,10.5,0.545,0.243,0.221,5.2,11.2,8.2,7.5,1.1,1.1,13.0,13.4,1.9,1.1,3.0,0.062,-1.5,-0.6,-2.1,0.0,717
Devean George,630,10.6,0.485,0.371,0.195,5.3,13.9,9.6,7.0,1.9,1.4,10.9,15.8,4.6,13.6,18.2,0.075,-1.8,0.2,-1.5,1.4,718
Jack George,506,12.3,0.424,,0.367,,,,,,,,,5.0,12.6,17.7,0.054,,,,,719
Paul George,908,19.2,0.571,0.421,0.286,2.7,17.7,10.3,18.4,2.5,1.1,12.9,27.0,41.9,47.5,89.5,0.141,2.6,1.1,3.7,44.1,720
Tate George,177,10.7,0.464,0.02,0.24,3.3,6.2,4.7,22.7,1.8,0.3,16.5,19.1,0.0,1.4,1.3,0.032,-2.6,-0.9,-3.5,-0.8,721
Gus Gerard,446,13.8,0.477,0.006,0.277,9.1,13.9,11.6,9.6,1.6,2.1,13.9,22.1,2.5,8.6,11.1,0.067,-1.3,-0.3,-1.6,0.8,722
George Gervin,1060,21.4,0.564,0.022,0.331,5.5,10.9,8.2,12.2,1.7,1.6,11.7,29.6,87.7,28.6,116.3,0.157,3.4,-0.8,2.5,40.1,723
John Gianelli,541,11.7,0.5,0.0,0.229,7.7,16.7,12.2,7.9,0.8,1.9,17.2,13.3,9.9,13.1,23.0,0.081,-0.6,0.0,-0.7,4.4,724
Dick Gibbs,333,9.8,0.459,,0.29,5.5,8.3,7.1,8.0,1.0,0.6,,,-0.3,2.9,2.6,0.029,-2.1,-1.3,-3.5,-1.0,725
Daniel Gibson,397,10.8,0.542,0.536,0.197,1.8,8.2,4.9,13.3,1.4,0.7,11.5,15.9,9.0,6.9,16.0,0.082,-0.9,-0.1,-1.0,2.4,726
Taj Gibson,1002,15.1,0.554,0.031,0.289,10.3,17.2,13.7,6.4,1.2,3.3,12.1,16.7,28.9,31.3,60.2,0.125,-1.2,0.3,-0.9,6.5,727
Harry Giles,165,14.8,0.538,0.06,0.241,8.2,24.0,15.9,13.9,1.5,2.6,14.8,21.2,0.8,2.3,3.1,0.076,-2.9,0.4,-2.5,-0.2,728
Shai Gilgeous-Alexander,462,23.4,0.607,0.22,0.412,2.5,12.9,7.8,25.7,2.1,2.2,10.3,29.0,40.9,19.5,60.4,0.189,4.3,1.3,5.5,29.1,729
Anthony Gill,230,12.2,0.598,0.275,0.403,7.1,12.6,9.9,7.7,1.0,1.5,10.3,14.2,2.9,1.1,4.1,0.09,-2.1,-1.1,-3.2,-0.7,730
Eddie Gill,187,9.9,0.497,0.397,0.357,1.6,10.2,6.0,17.5,2.8,0.5,19.5,16.4,-0.3,2.2,1.9,0.046,-3.3,1.1,-2.1,0.0,731
Kendall Gill,966,14.7,0.493,0.09,0.28,4.8,10.7,7.7,16.0,2.6,1.0,11.7,21.8,19.6,28.2,47.8,0.078,-0.3,0.4,0.1,15.8,732
Armen Gilliam,929,16.4,0.547,0.002,0.394,9.0,18.4,13.7,6.8,1.3,1.5,12.9,21.8,31.0,27.1,58.1,0.106,0.2,-0.8,-0.7,8.8,733
Herm Gilliam,578,13.8,0.474,,0.177,3.8,9.8,6.9,20.5,2.4,0.4,,,8.3,12.5,20.8,0.066,-0.3,0.1,-0.1,3.2,734
Artis Gilmore,1329,21.4,0.623,0.001,0.544,10.8,24.9,18.0,9.4,0.8,3.7,17.4,20.3,114.1,75.5,189.7,0.193,2.4,0.8,3.1,51.6,735
Chuck Gilmur,239,,0.379,,0.387,,,,,,,,,6.6,8.4,15.1,,,,,,736
Manu Ginóbili,1057,20.2,0.582,0.395,0.398,3.0,12.7,8.0,24.5,2.7,0.9,14.9,24.5,59.0,47.4,106.4,0.19,3.0,2.0,5.0,47.6,737
Gordan Giriček,384,11.8,0.523,0.244,0.201,2.2,10.5,6.3,11.6,1.3,0.4,12.8,20.7,4.7,3.3,8.0,0.044,-1.1,-1.4,-2.5,-1.1,738
Gerald Glass,201,13.3,0.46,0.069,0.152,7.3,9.9,8.5,14.1,2.0,1.1,9.6,23.9,-0.2,2.0,1.8,0.025,-1.0,-0.9,-1.9,0.1,739
Mike Glenn,593,15.1,0.576,0.008,0.185,1.7,6.4,4.1,15.0,1.6,0.3,9.9,18.4,18.7,6.7,25.3,0.126,0.3,0.0,0.3,5.6,740
Dion Glover,294,12.8,0.487,0.21,0.257,4.0,12.5,8.3,13.0,2.0,0.8,13.0,21.1,1.5,4.3,5.8,0.045,-1.2,-0.6,-1.8,0.3,741
Mike Gminski,938,16.3,0.528,0.005,0.332,9.7,20.8,15.2,7.2,1.0,2.4,11.7,20.0,29.0,26.9,55.9,0.111,0.7,-0.5,0.1,12.9,742
Rudy Gobert,829,21.2,0.673,0.003,0.695,12.6,29.6,21.3,6.7,1.1,5.7,14.7,15.8,64.8,51.3,116.1,0.219,1.3,1.9,3.3,34.0,743
Tom Gola,698,14.2,0.491,,0.371,,,,18.7,,,,,29.1,24.1,53.2,0.113,,,,,744
Anthony Goldwire,266,12.7,0.523,0.374,0.267,1.7,6.9,4.3,24.6,1.8,0.1,14.2,17.1,6.0,0.5,6.4,0.062,-0.4,-1.4,-1.8,0.3,745
Ryan Gomes,487,12.5,0.525,0.225,0.239,5.3,14.3,9.7,8.6,1.4,0.4,10.5,17.5,11.5,7.9,19.4,0.069,-0.7,-0.9,-1.6,1.4,746
Glen Gondrezick,435,13.7,0.525,0.007,0.39,10.1,17.1,13.6,9.7,2.9,0.8,15.7,14.5,8.2,7.7,15.9,0.101,-0.6,0.8,0.2,4.2,747
Drew Gooden,790,16.3,0.514,0.046,0.301,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,18.9,25.0,43.9,0.105,-0.5,-0.7,-1.2,4.3,748
Gail Goodrich,1031,16.7,0.514,,0.328,3.2,4.4,4.0,20.6,1.8,0.3,15.4,20.5,55.6,20.7,76.3,0.109,1.0,-1.2,-0.3,6.0,749
Aaron Gordon,720,15.9,0.564,0.301,0.303,6.6,16.8,11.7,13.6,1.2,1.8,11.0,20.1,26.2,20.8,46.9,0.107,0.7,-0.3,0.3,12.5,750
Ben Gordon,744,14.9,0.546,0.321,0.263,1.9,8.7,5.2,16.5,1.3,0.4,13.3,25.9,19.2,14.1,33.3,0.078,0.9,-1.2,-0.3,8.7,751
Eric Gordon,925,13.7,0.564,0.5,0.265,1.3,7.0,4.1,13.9,1.4,0.9,11.8,21.7,30.0,11.9,41.9,0.07,0.6,-1.3,-0.8,9.0,752
Marcin Gortat,806,17.1,0.575,0.003,0.273,9.7,25.4,17.5,6.9,0.9,3.3,12.2,17.0,32.1,29.2,61.3,0.142,0.0,0.4,0.4,12.7,753
Andrew Goudelock,49,8.6,0.485,0.429,0.082,1.7,6.1,4.0,8.5,1.1,0.4,12.1,22.1,-0.2,0.2,0.0,0.003,-3.0,-2.0,-5.0,-0.3,754
Gerald Govan,681,10.2,0.444,0.005,0.268,6.3,21.4,14.4,12.1,1.1,0.9,21.5,12.6,-8.8,35.8,27.0,0.057,-2.2,0.7,-1.5,0.8,755
Joe Graboski,845,13.8,0.411,,0.353,,,,,,,,,-2.7,27.9,25.3,0.051,,,,,756
Devonte' Graham,336,13.4,0.53,0.677,0.226,1.7,8.4,5.0,25.9,1.5,0.6,11.8,20.6,8.1,4.6,12.7,0.073,0.8,-1.3,-0.5,3.2,757
Greg Graham,207,10.6,0.498,0.208,0.36,2.6,7.2,4.9,12.8,2.6,0.3,16.0,19.6,-0.5,1.8,1.3,0.025,-3.4,-0.4,-3.8,-1.2,758
Joey Graham,377,11.0,0.551,0.101,0.325,5.2,15.4,10.2,5.4,1.1,0.5,13.2,17.6,4.1,3.7,7.8,0.061,-2.7,-0.8,-3.6,-2.4,759
Stephen Graham,239,8.2,0.515,0.203,0.242,3.1,14.0,8.5,6.5,1.0,0.5,14.2,17.0,-0.7,2.4,1.7,0.028,-4.0,-0.6,-4.6,-1.9,760
Ron Grandison,105,9.8,0.491,0.115,0.553,9.8,11.7,10.8,8.9,1.8,0.4,16.5,15.2,0.3,0.8,1.2,0.064,-2.4,-0.2,-2.6,-0.1,761
Danny Granger,586,16.9,0.56,0.345,0.336,4.1,13.4,8.7,10.3,1.5,1.9,11.1,23.8,27.5,20.9,48.5,0.126,1.8,0.0,1.8,17.7,762
Brian Grant,756,14.9,0.54,0.004,0.364,10.1,20.5,15.3,7.5,1.1,2.0,14.4,18.5,24.3,30.2,54.5,0.122,-1.0,0.1,-0.8,6.2,763
Gary Grant,552,13.4,0.491,0.083,0.17,3.0,8.2,5.6,34.2,3.2,0.3,22.2,18.9,-1.9,14.0,12.0,0.046,-1.3,0.5,-0.8,3.7,764
Greg Grant,274,9.9,0.435,0.178,0.168,2.2,6.1,4.1,31.1,2.4,0.2,20.8,14.2,-0.6,2.2,1.6,0.023,-2.5,-0.4,-2.9,-0.8,765
Harvey Grant,783,12.7,0.5,0.034,0.203,6.2,12.5,9.3,9.0,1.5,1.4,8.4,17.5,16.5,20.0,36.4,0.085,-0.9,0.1,-0.9,5.7,766
Horace Grant,1165,16.0,0.54,0.006,0.285,10.4,17.8,14.1,9.9,1.5,2.0,9.8,15.2,69.0,49.3,118.2,0.147,1.0,0.4,1.4,33.0,767
Jerami Grant,719,13.9,0.563,0.361,0.383,3.2,12.5,7.7,9.0,1.2,3.2,9.8,19.8,19.1,17.5,36.6,0.088,-0.3,-0.2,-0.5,7.8,768
Jerian Grant,279,12.5,0.518,0.374,0.299,2.0,9.6,5.7,23.7,2.0,0.5,14.4,16.8,4.0,4.3,8.3,0.08,-1.9,0.3,-1.6,0.5,769
Paul Grant,16,4.0,0.446,0.0,0.276,8.6,11.4,10.0,4.8,1.0,0.8,21.7,17.3,-0.2,0.1,-0.1,-0.043,-7.0,-1.7,-8.7,-0.2,770
Aaron Gray,318,11.5,0.528,0.003,0.383,12.9,23.1,18.0,8.4,1.3,1.8,20.8,15.1,1.4,4.8,6.2,0.077,-3.5,-0.1,-3.6,-1.5,771
