name,games,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,id
Alaa Abdelnaby,256,620,1236,0.502,0.0,0.0,225,321,0.701,283.0,563.0,846,85,71.0,69.0,247.0,484,1465,0,1
Zaid Abdul-Aziz,505,1769,4138,0.428,,,1019,1400,0.728,503.0,1124.0,4065,601,131.0,205.0,14.0,1120,4557,0,2
Kareem Abdul-Jabbar,1560,15837,28307,0.559,1.0,0.056,6712,9304,0.721,2975.0,9394.0,17440,5660,1160.0,3189.0,2527.0,4657,38387,21,3
Mahmoud Abdul-Rauf,586,3514,7943,0.442,474.0,0.354,1051,1161,0.905,219.0,868.0,1087,2079,487.0,46.0,963.0,1106,8553,0,4
Tariq Abdul-Wahad,236,720,1726,0.417,18.0,0.237,372,529,0.703,286.0,490.0,776,266,184.0,83.0,309.0,485,1830,0,5
Shareef Abdur-Rahim,830,5434,11515,0.472,154.0,0.297,4006,4943,0.81,1869.0,4370.0,6239,2109,820.0,638.0,2136.0,2324,15028,1,6
Tom Abernethy,319,724,1472,0.492,0.0,0.0,331,443,0.747,374.0,637.0,1011,384,185.0,60.0,129.0,525,1779,0,7
Precious Achiuwa,320,984,2031,0.484,121.0,0.304,331,546,0.606,611.0,1202.0,1813,313,181.0,209.0,314.0,568,2420,0,8
Mark Acres,375,514,1016,0.506,7.0,0.538,308,463,0.665,581.0,944.0,1525,180,137.0,104.0,235.0,932,1343,0,9
Quincy Acy,337,583,1314,0.444,183.0,0.35,293,386,0.759,309.0,870.0,1179,217,140.0,135.0,219.0,665,1642,0,10
Alvan Adams,988,5709,11464,0.498,2.0,0.133,2490,3160,0.788,2015.0,4922.0,6937,4012,1289.0,808.0,2194.0,3214,13910,12,11
Don Adams,523,1823,4535,0.402,0.0,0.0,952,1285,0.741,429.0,963.0,2916,1011,334.0,64.0,79.0,1709,4598,0,12
Michael Adams,653,3257,7849,0.415,949.0,0.332,2158,2543,0.849,416.0,1484.0,1900,4209,1081.0,67.0,1402.0,1193,9621,1,13
Steven Adams,764,2804,4786,0.586,1.0,0.059,1134,2129,0.533,2765.0,3350.0,6115,1145,646.0,703.0,1083.0,1808,6743,1,14
Rafael Addison,379,920,2047,0.449,69.0,0.282,277,359,0.772,262.0,518.0,780,339,148.0,83.0,284.0,671,2186,0,15
Bam Adebayo,567,3428,6389,0.537,102.0,0.314,1965,2598,0.756,1266.0,3758.0,5024,2044,607.0,489.0,1218.0,1368,8923,8,16
Rick Adelman,462,1381,3330,0.415,,,817,1146,0.713,41.0,123.0,1129,1606,106.0,9.0,,990,3579,0,17
Jeff Adrien,153,264,557,0.474,0.0,0.0,181,288,0.628,221.0,438.0,659,100,50.0,79.0,91.0,259,709,0,18
Arron Afflalo,762,2983,6633,0.45,852.0,0.386,1380,1673,0.825,334.0,1842.0,2176,1386,341.0,141.0,852.0,1481,8198,0,19
Maurice Ager,82,64,189,0.339,11.0,0.25,30,53,0.566,8.0,38.0,46,19,6.0,6.0,29.0,65,169,0,20
Mark Aguirre,923,7201,14865,0.484,392.0,0.312,3664,4944,0.741,1704.0,2874.0,4578,2871,687.0,296.0,2306.0,2599,18458,2,21
Blake Ahearn,19,21,77,0.273,14.0,0.298,32,33,0.97,1.0,21.0,22,22,7.0,0.0,22.0,27,88,0,22
Danny Ainge,1042,4643,9905,0.469,1002.0,0.378,1676,1980,0.846,695.0,2073.0,2768,4199,1133.0,132.0,1566.0,2549,11964,1,23
Alexis Ajinça,293,645,1283,0.503,12.0,0.286,251,315,0.797,346.0,804.0,1150,143,102.0,181.0,249.0,661,1553,0,24
Mark Alarie,325,1037,2184,0.475,34.0,0.252,324,418,0.775,438.0,682.0,1120,363,132.0,109.0,309.0,712,2432,0,25
Cole Aldrich,339,435,825,0.527,0.0,,180,244,0.738,334.0,797.0,1131,183,137.0,233.0,199.0,509,1050,0,26
LaMarcus Aldridge,1076,8311,16872,0.493,227.0,0.32,3709,4563,0.813,2776.0,5960.0,8736,2076,758.0,1187.0,1643.0,2598,20558,0,27
Cory Alexander,307,587,1508,0.389,237.0,0.354,266,352,0.756,78.0,403.0,481,834,263.0,37.0,467.0,514,1677,0,28
Victor Alexander,286,1101,2126,0.518,18.0,0.286,322,508,0.634,446.0,938.0,1384,257,135.0,177.0,378.0,713,2542,0,29
Nickeil Alexander-Walker,381,1180,2853,0.414,560.0,0.36,338,455,0.743,163.0,785.0,948,882,256.0,150.0,446.0,618,3258,0,30
Grayson Allen,403,1416,3140,0.451,855.0,0.414,563,657,0.857,205.0,1011.0,1216,812,293.0,112.0,399.0,636,4250,0,31
Jarrett Allen,568,2912,4542,0.641,19.0,0.164,1445,2030,0.712,1619.0,3620.0,5239,948,371.0,703.0,767.0,1113,7288,0,32
Lavoy Allen,388,828,1758,0.471,2.0,0.133,189,277,0.682,715.0,1128.0,1843,384,120.0,214.0,257.0,706,1847,0,33
Lucius Allen,702,3884,8385,0.463,,,1639,2157,0.76,381.0,928.0,2205,3174,604.0,124.0,247.0,1799,9407,0,34
Malik Allen,478,1039,2365,0.439,3.0,0.188,253,325,0.778,466.0,887.0,1353,228,130.0,220.0,320.0,897,2334,0,35
Ray Allen,1300,8567,18955,0.452,2973.0,0.4,4398,4920,0.894,1230.0,4042.0,5272,4361,1451.0,244.0,2709.0,2858,24505,3,36
Tony Allen,820,2588,5447,0.475,125.0,0.282,1353,1909,0.709,1021.0,1863.0,2884,1077,1158.0,337.0,1118.0,1947,6654,0,37
Morris Almond,38,43,113,0.381,7.0,0.292,26,35,0.743,10.0,36.0,46,12,12.0,4.0,19.0,42,119,0,38
Rafer Alston,671,2450,6391,0.383,996.0,0.354,903,1238,0.729,247.0,1644.0,1891,3202,813.0,105.0,1195.0,1408,6799,1,39
John Amaechi,294,663,1646,0.403,1.0,0.077,510,760,0.671,230.0,542.0,772,228,90.0,94.0,386.0,499,1837,0,40
Al-Farouq Aminu,711,1948,4641,0.42,543.0,0.332,911,1221,0.746,982.0,3298.0,4280,879,678.0,397.0,863.0,1302,5350,0,41
Lou Amundson,428,648,1368,0.474,0.0,0.0,268,603,0.444,644.0,897.0,1541,190,152.0,306.0,299.0,835,1564,0,42
Chris Andersen,695,1336,2512,0.532,15.0,0.221,1068,1632,0.654,1176.0,2317.0,3493,337,312.0,991.0,513.0,1342,3755,0,43
Alan Anderson,330,843,2084,0.405,331.0,0.344,404,495,0.816,151.0,563.0,714,371,182.0,31.0,290.0,602,2421,0,44
Derek Anderson,615,2419,5922,0.408,645.0,0.341,1874,2198,0.853,440.0,1548.0,1988,2083,691.0,87.0,1052.0,1230,7357,1,45
Greg Anderson,680,2011,4090,0.492,2.0,0.087,929,1668,0.557,1432.0,2814.0,4246,385,480.0,590.0,926.0,1741,4953,0,46
James Anderson,247,525,1276,0.411,196.0,0.321,176,233,0.755,108.0,452.0,560,291,121.0,55.0,216.0,292,1422,0,47
Justin Anderson,242,454,1106,0.41,159.0,0.292,217,280,0.775,141.0,480.0,621,184,105.0,80.0,141.0,291,1284,0,48
Kenny Anderson,858,4002,9512,0.421,547.0,0.346,2238,2833,0.79,670.0,1971.0,2641,5196,1258.0,111.0,1769.0,1974,10789,5,49
Kyle Anderson,714,1910,3996,0.478,291.0,0.34,765,1069,0.716,553.0,2514.0,3067,1978,699.0,441.0,714.0,1108,4876,4,50
Nick Anderson,800,4416,9891,0.446,1055.0,0.356,1642,2461,0.667,1011.0,3053.0,4064,2087,1114.0,364.0,1358.0,1502,11529,1,51
Richard Anderson,407,909,2206,0.412,148.0,0.333,294,386,0.762,457.0,961.0,1418,611,225.0,94.0,362.0,691,2260,0,52
Ron Anderson,664,2936,6239,0.471,105.0,0.287,1079,1325,0.814,856.0,1456.0,2312,952,470.0,90.0,730.0,1019,7056,0,53
Ryan Anderson,649,2755,6533,0.422,1325.0,0.38,1166,1366,0.854,1247.0,2166.0,3413,586,332.0,217.0,606.0,1263,8001,0,54
Shandon Anderson,719,1996,4366,0.457,307.0,0.316,1028,1392,0.739,583.0,1669.0,2252,1007,556.0,180.0,958.0,1437,5327,0,55
Willie Anderson,555,2804,5952,0.471,99.0,0.266,1064,1353,0.786,550.0,1532.0,2082,2105,594.0,342.0,1163.0,1500,6771,1,56
Giannis Antetokounmpo,859,7525,13668,0.551,542.0,0.284,4946,7134,0.693,1599.0,6931.0,8530,4288,961.0,1064.0,2586.0,2531,20538,56,57
Thanasis Antetokounmpo,198,200,393,0.509,9.0,0.143,72,136,0.529,128.0,179.0,307,115,55.0,31.0,107.0,208,481,0,58
Carmelo Anthony,1260,10119,22643,0.447,1731.0,0.355,6320,7764,0.814,1983.0,5825.0,7808,3422,1223.0,644.0,3052.0,3543,28289,2,59
Cole Anthony,320,1415,3380,0.419,435.0,0.345,750,885,0.847,227.0,1145.0,1372,1223,222.0,135.0,596.0,753,4015,0,60
Greg Anthony,757,1914,4750,0.403,610.0,0.349,1059,1445,0.733,271.0,1146.0,1417,2997,887.0,79.0,1043.0,1324,5497,0,61
Joel Anthony,490,398,776,0.513,0.0,,268,405,0.662,562.0,791.0,1353,99,127.0,531.0,227.0,819,1064,0,62
OG Anunoby,492,2382,5021,0.474,863.0,0.375,706,928,0.761,549.0,1595.0,2144,831,637.0,289.0,649.0,1173,6333,0,63
Tiny Archibald,876,5899,12628,0.467,19.0,0.224,4664,5760,0.81,344.0,1015.0,2046,6476,719.0,81.0,1123.0,2002,16481,0,64
Ryan Arcidiacono,257,358,851,0.421,181.0,0.369,134,166,0.807,53.0,399.0,452,487,122.0,7.0,135.0,359,1031,0,65
Jim Ard,431,752,1870,0.402,4.0,0.235,401,606,0.662,573.0,1259.0,1832,278,59.0,121.0,291.0,747,1909,0,66
Gilbert Arenas,552,3722,8850,0.421,1079.0,0.351,2879,3584,0.803,444.0,1724.0,2168,2909,884.0,134.0,1744.0,1683,11402,4,67
Trevor Ariza,1118,4135,9804,0.422,1605.0,0.351,1718,2350,0.731,1081.0,4275.0,5356,2379,1628.0,355.0,1473.0,2205,11593,1,68
Paul Arizin,713,5628,13354,0.421,,,5010,6189,0.81,,,6129,1665,,,,2764,16266,0,69
B.J. Armstrong,747,2850,5981,0.477,436.0,0.425,1184,1383,0.856,192.0,1129.0,1321,2479,533.0,47.0,889.0,1128,7320,0,70
Darrell Armstrong,840,2663,6507,0.409,923.0,0.334,1463,1679,0.871,654.0,1615.0,2269,3394,1133.0,98.0,1556.0,1398,7712,0,71
Hilton Armstrong,292,347,693,0.501,2.0,0.286,184,316,0.582,292.0,474.0,766,102,90.0,142.0,230.0,544,880,0,72
Bob Arnzen,111,191,411,0.465,1.0,0.2,60,75,0.8,33.0,32.0,217,35,4.0,3.0,16.0,88,443,0,73
Carlos Arroyo,569,1431,3269,0.438,137.0,0.338,771,956,0.806,210.0,755.0,965,1761,290.0,26.0,680.0,874,3770,0,74
Darrell Arthur,503,1381,3110,0.444,161.0,0.352,359,469,0.765,547.0,1221.0,1768,409,309.0,307.0,422.0,1234,3282,0,75
Ömer Aşık,471,947,1795,0.528,0.0,0.0,585,1062,0.551,1036.0,2326.0,3362,280,167.0,339.0,542.0,928,2479,0,76
Vincent Askew,467,1215,2534,0.479,76.0,0.3,805,1068,0.754,400.0,776.0,1176,1017,304.0,106.0,503.0,972,3311,0,77
Keith Askins,486,677,1688,0.401,275.0,0.355,223,311,0.717,525.0,903.0,1428,375,278.0,170.0,321.0,1094,1852,0,78
Chucky Atkins,696,2479,6022,0.412,934.0,0.364,971,1258,0.772,194.0,992.0,1186,2396,465.0,36.0,1018.0,1284,6863,0,79
Al Attles,711,2499,5545,0.451,,,1330,2106,0.632,,,2463,2483,,,,2417,6328,1,80
Stacey Augmon,1001,3037,6480,0.469,12.0,0.152,1904,2616,0.728,1304.0,1912.0,3216,1561,974.0,317.0,1248.0,1750,7990,0,81
D.J. Augustin,976,2994,7270,0.412,1262.0,0.381,2009,2317,0.867,292.0,1513.0,1805,3761,567.0,32.0,1428.0,1350,9259,0,82
Isaac Austin,432,1295,2901,0.446,9.0,0.176,686,1024,0.67,617.0,1413.0,2030,538,214.0,226.0,701.0,967,3285,0,83
Deni Avdija,359,1441,3117,0.462,417.0,0.337,746,991,0.753,342.0,1894.0,2236,1008,287.0,159.0,599.0,895,4045,2,84
Anthony Avent,352,814,2019,0.403,0.0,0.0,330,481,0.686,560.0,1024.0,1584,278,166.0,211.0,416.0,824,1958,0,85
Bird Averitt,366,1743,4303,0.405,56.0,0.249,892,1200,0.743,187.0,493.0,680,1078,325.0,55.0,733.0,836,4434,0,86
Dennis Awtrey,733,1382,3009,0.459,0.0,,752,1154,0.652,703.0,1514.0,3342,1467,186.0,182.0,245.0,1702,3516,0,87
Jeff Ayres,237,287,519,0.553,2.0,0.4,114,147,0.776,196.0,436.0,632,99,37.0,66.0,132.0,360,690,0,88
Deandre Ayton,398,2905,4926,0.59,28.0,0.23,704,932,0.755,1219.0,2948.0,4167,649,292.0,380.0,688.0,1051,6542,0,89
Kelenna Azubuike,208,802,1748,0.459,210.0,0.409,364,473,0.77,257.0,572.0,829,230,130.0,103.0,203.0,408,2178,0,90
Luke Babbitt,381,650,1593,0.408,394.0,0.402,124,166,0.747,111.0,735.0,846,224,89.0,58.0,165.0,520,1818,0,91
Jim Baechtold,321,1117,2876,0.388,,,889,1135,0.783,,,1009,685,,,,795,3123,0,92
John Bagley,665,2359,5398,0.437,114.0,0.241,970,1245,0.779,413.0,1316.0,1729,3980,755.0,54.0,1512.0,1090,5802,3,93
Marvin Bagley III,289,1402,2705,0.518,125.0,0.29,550,797,0.69,664.0,1225.0,1889,253,130.0,181.0,331.0,536,3479,0,94
Gus Bailey,147,156,384,0.406,1.0,1.0,76,149,0.51,95.0,149.0,244,168,56.0,43.0,45.0,150,389,0,95
James Bailey,595,2045,4228,0.484,1.0,0.077,1155,1644,0.703,1010.0,1978.0,2988,488,305.0,521.0,1057.0,1978,5246,0,96
Thurl Bailey,928,4753,10056,0.473,4.0,0.114,2324,2863,0.812,1304.0,3414.0,4718,1298,435.0,1086.0,1444.0,1843,11834,0,97
Vin Baker,791,4692,9675,0.485,39.0,0.215,2416,3787,0.638,2263.0,3604.0,5867,1509,582.0,798.0,1756.0,2560,11839,1,98
Renaldo Balkman,221,368,721,0.51,11.0,0.172,147,271,0.542,278.0,491.0,769,132,164.0,104.0,134.0,421,894,0,99
LaMelo Ball,231,1716,4073,0.421,705.0,0.365,722,863,0.837,289.0,1090.0,1379,1710,340.0,76.0,769.0,727,4859,10,100
Lonzo Ball,287,1206,3033,0.398,662.0,0.362,188,314,0.599,287.0,1278.0,1565,1678,438.0,179.0,678.0,602,3262,8,101
Greg Ballard,802,4220,8942,0.472,93.0,0.338,1420,1805,0.787,1434.0,3424.0,4858,1733,877.0,256.0,1059.0,1807,9953,0,102
Mo Bamba,364,953,1998,0.477,291.0,0.356,264,387,0.682,555.0,1425.0,1980,306,132.0,460.0,287.0,749,2461,0,103
Desmond Bane,313,2045,4333,0.472,812.0,0.41,678,768,0.883,218.0,1220.0,1438,1179,312.0,117.0,577.0,755,5580,1,104
Gene Banks,468,2134,3961,0.539,2.0,0.043,1035,1418,0.73,1009.0,1709.0,2718,1335,436.0,101.0,835.0,1289,5305,1,105
Marcus Banks,348,741,1715,0.432,125.0,0.327,454,591,0.768,100.0,419.0,519,728,266.0,57.0,436.0,674,2061,0,106
Ken Bannister,253,586,1202,0.488,0.0,0.0,329,669,0.492,276.0,617.0,893,111,109.0,80.0,347.0,669,1501,0,107
Mike Bantom,706,3446,7362,0.468,3.0,0.2,1673,2418,0.692,1632.0,2885.0,4517,1623,630.0,478.0,946.0,2489,8568,1,108
Leandro Barbosa,850,3403,7409,0.459,988.0,0.387,1241,1511,0.821,319.0,1401.0,1720,1775,693.0,121.0,1061.0,1651,9035,0,109
Steve Bardo,33,28,85,0.329,1.0,0.1,16,23,0.696,13.0,47.0,60,44,12.0,4.0,22.0,45,73,0,110
J.J. Barea,831,2832,6685,0.424,819.0,0.352,932,1174,0.794,253.0,1495.0,1748,3270,331.0,24.0,1264.0,1168,7415,1,111
Andrea Bargnani,550,2932,6676,0.439,627.0,0.354,1382,1677,0.824,530.0,2011.0,2541,653,207.0,470.0,851.0,1338,7873,0,112
Charles Barkley,1073,8435,15605,0.541,538.0,0.266,6349,8643,0.735,4260.0,8286.0,12546,4215,1648.0,888.0,3376.0,3287,23757,20,113
Harrison Barnes,993,4868,10586,0.46,1439.0,0.385,2632,3250,0.81,1014.0,3728.0,4742,1739,672.0,178.0,1124.0,1462,13807,0,114
Jim Barnes,454,1548,3607,0.429,,,901,1317,0.684,,,2939,377,,,,1497,3997,0,115
Marvin Barnes,315,2096,4360,0.481,3.0,0.214,839,1215,0.691,977.0,1896.0,2873,651,365.0,438.0,759.0,1177,5034,0,116
Matt Barnes,929,2788,6388,0.436,982.0,0.335,1031,1384,0.745,1066.0,3215.0,4281,1691,714.0,444.0,1172.0,2353,7589,1,117
Dick Barnett,971,6034,13227,0.456,,,3290,4324,0.761,1.0,3.0,2812,2729,1.0,0.0,,2514,15358,0,118
Jim Barnett,732,3326,7642,0.435,,,1884,2363,0.797,191.0,312.0,2259,2232,131.0,30.0,,1573,8536,2,119
John Barnhill,589,2024,4990,0.406,107.0,0.236,930,1413,0.658,115.0,193.0,1501,1693,,,248.0,1069,5085,0,120
Leo Barnhorst,344,1356,3689,0.368,,,520,782,0.665,,,1506,1116,,,,1033,3232,0,121
Mike Barr,307,753,1571,0.479,9.0,0.333,289,384,0.753,180.0,452.0,632,861,210.0,43.0,428.0,589,1804,0,122
RJ Barrett,387,2652,6019,0.441,643.0,0.346,1346,1930,0.697,358.0,1792.0,2150,1276,259.0,107.0,869.0,897,7293,2,123
Earl Barron,140,255,687,0.371,3.0,0.167,127,181,0.702,188.0,304.0,492,63,46.0,30.0,107.0,270,640,0,124
Dana Barros,850,3281,7140,0.46,1090.0,0.411,1249,1456,0.858,232.0,1377.0,1609,2837,740.0,46.0,1213.0,1074,8901,1,125
Brent Barry,912,2896,6301,0.46,1395.0,0.405,1301,1581,0.823,450.0,2330.0,2780,2892,955.0,253.0,1289.0,1754,8488,0,126
Jon Barry,821,1595,3672,0.434,657.0,0.392,868,1023,0.848,318.0,1195.0,1513,1784,722.0,111.0,808.0,1016,4715,0,127
Rick Barry,1020,9695,21283,0.456,176.0,0.297,5713,6397,0.893,982.0,3589.0,6863,4952,1104.0,269.0,1364.0,3028,25279,6,128
Will Barton,679,2824,6561,0.43,893.0,0.355,1084,1377,0.787,471.0,2321.0,2792,1817,504.0,272.0,948.0,1050,7625,0,129
Brandon Bass,758,2558,5125,0.499,12.0,0.207,1447,1740,0.832,1139.0,2309.0,3448,608,295.0,479.0,718.0,1375,6575,0,130
Tim Bassett,473,1220,2883,0.423,4.0,0.286,489,831,0.588,1149.0,1999.0,3148,576,358.0,227.0,473.0,1264,2933,0,131
Maceo Baston,105,106,172,0.616,3.0,0.375,71,96,0.74,56.0,119.0,175,26,24.0,43.0,54.0,140,286,0,132
Keita Bates-Diop,283,634,1337,0.474,146.0,0.333,283,377,0.751,208.0,640.0,848,241,146.0,99.0,154.0,242,1697,0,133
Tony Battie,837,2143,4387,0.488,12.0,0.162,784,1137,0.69,1376.0,2911.0,4287,522,420.0,713.0,704.0,2203,5082,0,134
Shane Battier,977,2982,6819,0.437,1250.0,0.384,1194,1606,0.743,1273.0,2809.0,4082,1717,988.0,906.0,878.0,2208,8408,0,135
John Battle,612,2054,4430,0.464,62.0,0.273,1168,1472,0.793,178.0,646.0,824,1257,273.0,43.0,659.0,874,5338,0,136
Nicolas Batum,1131,3995,9144,0.437,1750.0,0.369,1520,1828,0.832,1093.0,4379.0,5472,3548,1028.0,697.0,1666.0,1949,11260,9,137
Johnny Baum,244,630,1312,0.48,0.0,0.0,238,314,0.758,210.0,327.0,666,141,36.0,16.0,147.0,331,1498,0,138
Jerryd Bayless,586,1719,4180,0.411,499.0,0.361,972,1188,0.818,176.0,1059.0,1235,1674,370.0,73.0,825.0,1206,4909,0,139
Elgin Baylor,846,8693,20171,0.431,,,5763,7391,0.78,,,11463,3650,,,,2596,23149,26,140
Aron Baynes,522,1243,2543,0.489,111.0,0.308,518,652,0.794,805.0,1591.0,2396,421,118.0,255.0,445.0,1164,3115,0,141
Kent Bazemore,657,1929,4668,0.413,694.0,0.356,862,1190,0.724,237.0,1835.0,2072,1154,658.0,309.0,905.0,1338,5414,0,142
Darius Bazley,237,773,1869,0.414,234.0,0.309,333,492,0.677,194.0,1050.0,1244,282,138.0,177.0,292.0,230,2113,0,143
Bradley Beal,801,6346,13664,0.464,1717.0,0.376,2848,3467,0.821,689.0,2557.0,3246,3432,882.0,339.0,1938.0,1805,17257,2,144
Butch Beard,605,2187,4495,0.487,,,1248,1619,0.771,482.0,970.0,2042,2189,499.0,36.0,164.0,1581,5622,0,145
John Beasley,506,2786,5670,0.491,81.0,0.316,1256,1512,0.831,1359.0,2898.0,4257,602,7.0,10.0,623.0,1294,6909,0,146
Malik Beasley,578,2429,5702,0.426,1453.0,0.391,427,555,0.769,249.0,1363.0,1612,789,387.0,67.0,474.0,779,6738,0,147
Michael Beasley,609,3088,6644,0.465,291.0,0.349,1101,1450,0.759,664.0,2197.0,2861,788,345.0,314.0,1025.0,1294,7568,0,148
Zelmo Beaty,889,5724,11580,0.494,2.0,0.154,3757,4873,0.771,1286.0,2757.0,9665,1365,107.0,172.0,726.0,3244,15207,0,149
Byron Beck,747,3681,7295,0.505,13.0,0.295,1228,1515,0.811,1635.0,3067.0,5261,978,220.0,55.0,933.0,2267,8603,0,150
Ernie Beck,371,929,2425,0.383,,,467,613,0.762,,,1191,669,,,,667,2325,0,151
Art Becker,414,2116,4408,0.48,9.0,0.321,919,1101,0.835,860.0,1744.0,2604,410,,,585.0,1411,5160,0,152
William Bedford,238,405,974,0.416,7.0,0.318,147,243,0.605,201.0,372.0,573,109,37.0,126.0,173.0,358,964,0,153
Ron Behagen,388,1594,3750,0.425,0.0,,789,1047,0.754,888.0,1824.0,2712,624,290.0,160.0,189.0,1293,3977,0,154
Marco Belinelli,860,2949,6959,0.424,1216.0,0.376,1256,1485,0.846,187.0,1582.0,1769,1429,488.0,65.0,850.0,1222,8370,0,155
Charlie Bell,376,1192,2891,0.412,438.0,0.361,382,497,0.769,180.0,634.0,814,857,303.0,31.0,362.0,750,3204,1,156
Jordan Bell,161,257,466,0.552,4.0,0.2,75,118,0.636,153.0,344.0,497,201,62.0,122.0,118.0,200,593,0,157
Raja Bell,706,2581,5949,0.434,956.0,0.406,880,1101,0.799,408.0,1560.0,1968,1208,484.0,130.0,695.0,1840,6998,0,158
Walt Bellamy,1043,7914,15340,0.516,,,5113,8088,0.632,264.0,481.0,14241,2544,52.0,48.0,,3536,20941,4,159
DeAndre' Bembry,296,720,1519,0.474,106.0,0.283,204,334,0.611,185.0,765.0,950,533,291.0,120.0,367.0,533,1750,0,160
Jonathan Bender,262,509,1221,0.417,101.0,0.34,334,438,0.763,153.0,429.0,582,170,43.0,169.0,258.0,391,1453,0,161
Benoit Benjamin,807,3588,7224,0.497,1.0,0.048,2046,2837,0.721,1459.0,4604.0,6063,1070,522.0,1581.0,1847.0,2292,9223,1,162
Corey Benjamin,153,317,812,0.39,57.0,0.289,144,221,0.652,84.0,175.0,259,143,71.0,48.0,164.0,316,835,0,163
Mario Bennett,68,111,208,0.534,1.0,0.333,46,90,0.511,84.0,98.0,182,24,31.0,22.0,33.0,112,269,0,164
Mel Bennett,204,481,1258,0.382,0.0,0.0,440,722,0.609,442.0,510.0,952,204,129.0,98.0,241.0,533,1402,0,165
David Benoit,492,1335,3051,0.438,211.0,0.319,574,722,0.795,576.0,1407.0,1983,287,216.0,246.0,424.0,1021,3455,0,166
Kent Benson,680,2578,5224,0.493,7.0,0.206,1005,1327,0.757,1216.0,2665.0,3881,1203,605.0,586.0,1069.0,1935,6168,0,167
Dāvis Bertāns,475,1186,2810,0.422,885.0,0.396,404,468,0.863,147.0,1012.0,1159,448,205.0,167.0,250.0,770,3661,0,168
Travis Best,708,2002,4642,0.431,266.0,0.345,1106,1324,0.835,230.0,1019.0,1249,2444,661.0,60.0,928.0,1616,5376,0,169
Patrick Beverley,666,1929,4671,0.413,973.0,0.371,689,906,0.76,685.0,2044.0,2729,2245,708.0,343.0,792.0,1947,5520,0,170
Al Bianchi,687,2212,5919,0.374,,,1126,1592,0.707,,,1722,1497,,,,2069,5550,0,171
Henry Bibby,675,2149,5073,0.424,43.0,0.293,1434,1834,0.782,463.0,1036.0,1581,2259,561.0,34.0,573.0,1364,5775,0,172
Mike Bibby,1001,5410,12412,0.436,1517.0,0.379,2361,2943,0.802,529.0,2574.0,3103,5517,1172.0,149.0,2134.0,1931,14698,2,173
Andris Biedriņš,516,1432,2409,0.594,0.0,0.0,383,766,0.5,1190.0,2441.0,3631,467,331.0,580.0,479.0,1626,3247,0,174
Chauncey Billups,1043,4738,11413,0.415,1830.0,0.387,4496,5029,0.894,480.0,2512.0,2992,5636,1051.0,168.0,2138.0,2169,15802,2,175
Dave Bing,901,6962,15769,0.441,,,4403,5683,0.775,418.0,741.0,3420,5397,483.0,89.0,216.0,2615,18327,3,176
Khem Birch,282,537,1032,0.52,14.0,0.2,314,450,0.698,544.0,697.0,1241,274,136.0,154.0,153.0,460,1402,0,177
Larry Bird,897,8591,17334,0.496,649.0,0.376,3960,4471,0.886,1757.0,7217.0,8974,5695,1556.0,755.0,2816.0,2279,21791,59,178
Otis Birdsong,696,5347,10562,0.506,49.0,0.274,1801,2748,0.655,920.0,1152.0,2072,2260,858.0,143.0,1491.0,1783,12544,0,179
Goga Bitadze,319,686,1269,0.541,62.0,0.23,298,450,0.662,501.0,818.0,1319,370,137.0,335.0,229.0,587,1732,0,180
Bismack Biyombo,867,1720,3205,0.537,0.0,0.0,955,1733,0.551,1649.0,3460.0,5109,582,233.0,1100.0,793.0,1874,4395,0,181
Nemanja Bjelica,449,1279,2746,0.466,498.0,0.384,356,469,0.759,486.0,1565.0,2051,826,288.0,184.0,459.0,1058,3412,0,182
Uwe Blab,235,185,427,0.433,0.0,,135,222,0.608,128.0,285.0,413,102,19.0,85.0,141.0,344,505,0,183
Rolando Blackman,980,6887,13969,0.493,229.0,0.343,3620,4309,0.84,1047.0,2231.0,3278,2981,715.0,274.0,1829.0,1634,17623,0,184
DeJuan Blair,424,1242,2371,0.524,0.0,0.0,381,627,0.608,810.0,1343.0,2153,349,316.0,127.0,471.0,1003,2865,0,185
Steve Blake,870,2061,5145,0.401,1037.0,0.383,503,646,0.779,250.0,1566.0,1816,3446,587.0,63.0,1222.0,1287,5662,2,186
Andray Blatche,564,2327,4981,0.467,52.0,0.237,1000,1380,0.725,1043.0,1981.0,3024,798,492.0,458.0,914.0,1382,5706,0,187
Mookie Blaylock,889,4705,11499,0.409,1283.0,0.336,1269,1724,0.736,1017.0,2642.0,3659,5972,2075.0,300.0,2067.0,1687,11962,8,188
Eric Bledsoe,756,3689,8169,0.452,854.0,0.336,2116,2698,0.784,570.0,2367.0,2937,3545,1028.0,344.0,1888.0,1493,10348,5,189
John Block,597,2592,5987,0.433,,,1922,2470,0.778,198.0,425.0,3965,805,111.0,67.0,,1733,7106,0,190
Corie Blount,644,959,2038,0.471,3.0,0.115,366,624,0.587,1085.0,1605.0,2690,460,328.0,266.0,519.0,1375,2287,0,191
Mark Blount,605,2020,4011,0.504,37.0,0.359,864,1195,0.723,895.0,1889.0,2784,513,327.0,508.0,933.0,1554,4941,0,192
Vander Blue,10,12,39,0.308,2.0,0.154,4,12,0.333,2.0,11.0,13,12,4.0,0.0,11.0,7,30,0,193
