name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Chris Gatling,,700,86,13760,17.6,.555,.037,.436,10.2,20.6,15.3,5.8,1.7,1.9,14.1,24.1,15.4,16.7,32.1,.112,-0.4,-0.6,-1.1,3.2,
Kenny Gattison,,494,130,9927,13.0,.555,.004,.443,8.3,17.7,13.0,6.3,1.4,2.0,14.6,17.5,7.4,9.5,16.9,.082,-2.2,-0.3,-2.4,-1.1,
Rudy Gay,,1120,779,34561,16.3,.535,.232,.264,4.8,15.9,10.3,11.1,1.8,1.9,12.0,24.2,26.9,34.2,61.0,.085,0.7,-0.2,0.6,22.4,
Andrew Gaze,,26,0,128,9.6,.501,.571,.048,2.8,8.1,5.4,13.7,1.6,1.0,14.0,17.5,0.0,0.1,0.1,.052,-2.2,-0.7,-2.9,0.0,
Alonzo Gee,,417,213,9071,10.7,.522,.248,.325,4.7,12.6,8.5,7.6,2.1,0.9,14.5,15.2,3.8,5.9,9.7,.051,-2.3,0.1,-2.2,-0.4,
Matt Geiger,,552,214,12221,15.2,.542,.017,.325,11.0,19.4,15.2,5.4,1.3,2.1,13.8,19.9,14.0,14.4,28.4,.112,-1.1,-0.7,-1.8,0.6,
Mickaël Gelabale,,145,27,2348,10.5,.545,.243,.221,5.2,11.2,8.2,7.5,1.1,1.1,13.0,13.4,1.9,1.1,3.0,.062,-1.5,-0.6,-2.1,0.0,
Devean George,,630,108,11682,10.6,.485,.371,.195,5.3,13.9,9.6,7.0,1.9,1.4,10.9,15.8,4.6,13.6,18.2,.075,-1.8,0.2,-1.5,1.4,
Jack George,,506,,15860,12.3,.424,,.367,,,,,,,,,5.0,12.6,17.7,.054,,,,,
Paul George,,908,860,30516,19.2,.571,.421,.286,2.7,17.7,10.3,18.4,2.5,1.1,12.9,27.0,41.9,47.5,89.5,.141,2.6,1.1,3.7,44.1,
Tate George,,177,14,2019,10.7,.464,.020,.240,3.3,6.2,4.7,22.7,1.8,0.3,16.5,19.1,0.0,1.4,1.3,.032,-2.6,-0.9,-3.5,-0.8,
Gus Gerard,,446,,7953,13.8,.477,.006,.277,9.1,13.9,11.6,9.6,1.6,2.1,13.9,22.1,2.5,8.6,11.1,.067,-1.3,-0.3,-1.6,0.8,
George Gervin,,1060,623,35597,21.4,.564,.022,.331,5.5,10.9,8.2,12.2,1.7,1.6,11.7,29.6,87.7,28.6,116.3,.157,3.4,-0.8,2.5,40.1,
John Gianelli,,541,,13650,11.7,.500,.000,.229,7.7,16.7,12.2,7.9,0.8,1.9,17.2,13.3,9.9,13.1,23.0,.081,-0.6,0.0,-0.7,4.4,
Dick Gibbs,,333,,4310,9.8,.459,,.290,5.5,8.3,7.1,8.0,1.0,0.6,,,-0.3,2.9,2.6,.029,-2.1,-1.3,-3.5,-1.0,
Daniel Gibson,,397,77,9316,10.8,.542,.536,.197,1.8,8.2,4.9,13.3,1.4,0.7,11.5,15.9,9.0,6.9,16.0,.082,-0.9,-0.1,-1.0,2.4,
Taj Gibson,,1002,461,23069,15.1,.554,.031,.289,10.3,17.2,13.7,6.4,1.2,3.3,12.1,16.7,28.9,31.3,60.2,.125,-1.2,0.3,-0.9,6.5,
Harry Giles,,165,17,1935,14.8,.538,.060,.241,8.2,24.0,15.9,13.9,1.5,2.6,14.8,21.2,0.8,2.3,3.1,.076,-2.9,0.4,-2.5,-0.2,
Shai Gilgeous-Alexander,,462,453,15291,23.4,.607,.220,.412,2.5,12.9,7.8,25.7,2.1,2.2,10.3,29.0,40.9,19.5,60.4,.189,4.3,1.3,5.5,29.1,
Anthony Gill,,230,15,2168,12.2,.598,.275,.403,7.1,12.6,9.9,7.7,1.0,1.5,10.3,14.2,2.9,1.1,4.1,.090,-2.1,-1.1,-3.2,-0.7,
Eddie Gill,,187,9,2033,9.9,.497,.397,.357,1.6,10.2,6.0,17.5,2.8,0.5,19.5,16.4,-0.3,2.2,1.9,.046,-3.3,1.1,-2.1,0.0,
Kendall Gill,,966,791,29481,14.7,.493,.090,.280,4.8,10.7,7.7,16.0,2.6,1.0,11.7,21.8,19.6,28.2,47.8,.078,-0.3,0.4,0.1,15.8,
Armen Gilliam,,929,527,26421,16.4,.547,.002,.394,9.0,18.4,13.7,6.8,1.3,1.5,12.9,21.8,31.0,27.1,58.1,.106,0.2,-0.8,-0.7,8.8,
Herm Gilliam,,578,,15026,13.8,.474,,.177,3.8,9.8,6.9,20.5,2.4,0.4,,,8.3,12.5,20.8,.066,-0.3,0.1,-0.1,3.2,
Artis Gilmore,,1329,804,47134,21.4,.623,.001,.544,10.8,24.9,18.0,9.4,0.8,3.7,17.4,20.3,114.1,75.5,189.7,.193,2.4,0.8,3.1,51.6,
Chuck Gilmur,,239,,,,.379,,.387,,,,,,,,,6.6,8.4,15.1,,,,,,
Manu Ginóbili,,1057,349,26859,20.2,.582,.395,.398,3.0,12.7,8.0,24.5,2.7,0.9,14.9,24.5,59.0,47.4,106.4,.190,3.0,2.0,5.0,47.6,
Gordan Giriček,,384,191,8824,11.8,.523,.244,.201,2.2,10.5,6.3,11.6,1.3,0.4,12.8,20.7,4.7,3.3,8.0,.044,-1.1,-1.4,-2.5,-1.1,
Gerald Glass,,201,49,3347,13.3,.460,.069,.152,7.3,9.9,8.5,14.1,2.0,1.1,9.6,23.9,-0.2,2.0,1.8,.025,-1.0,-0.9,-1.9,0.1,
Mike Glenn,,593,10,9617,15.1,.576,.008,.185,1.7,6.4,4.1,15.0,1.6,0.3,9.9,18.4,18.7,6.7,25.3,.126,0.3,0.0,0.3,5.6,
Dion Glover,,294,105,6132,12.8,.487,.210,.257,4.0,12.5,8.3,13.0,2.0,0.8,13.0,21.1,1.5,4.3,5.8,.045,-1.2,-0.6,-1.8,0.3,
Mike Gminski,,938,547,24058,16.3,.528,.005,.332,9.7,20.8,15.2,7.2,1.0,2.4,11.7,20.0,29.0,26.9,55.9,.111,0.7,-0.5,0.1,12.9,
Rudy Gobert,,829,737,25430,21.2,.673,.003,.695,12.6,29.6,21.3,6.7,1.1,5.7,14.7,15.8,64.8,51.3,116.1,.219,1.3,1.9,3.3,34.0,
Tom Gola,,698,,22529,14.2,.491,,.371,,,,18.7,,,,,29.1,24.1,53.2,.113,,,,,
Anthony Goldwire,,266,72,4951,12.7,.523,.374,.267,1.7,6.9,4.3,24.6,1.8,0.1,14.2,17.1,6.0,0.5,6.4,.062,-0.4,-1.4,-1.8,0.3,
Ryan Gomes,,487,371,13463,12.5,.525,.225,.239,5.3,14.3,9.7,8.6,1.4,0.4,10.5,17.5,11.5,7.9,19.4,.069,-0.7,-0.9,-1.6,1.4,
Glen Gondrezick,,435,2,7545,13.7,.525,.007,.390,10.1,17.1,13.6,9.7,2.9,0.8,15.7,14.5,8.2,7.7,15.9,.101,-0.6,0.8,0.2,4.2,
Drew Gooden,,790,500,20127,16.3,.514,.046,.301,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,18.9,25.0,43.9,.105,-0.5,-0.7,-1.2,4.3,
Gail Goodrich,,1031,,33527,16.7,.514,,.328,3.2,4.4,4.0,20.6,1.8,0.3,15.4,20.5,55.6,20.7,76.3,.109,1.0,-1.2,-0.3,6.0,
Aaron Gordon,,720,622,21076,15.9,.564,.301,.303,6.6,16.8,11.7,13.6,1.2,1.8,11.0,20.1,26.2,20.8,46.9,.107,0.7,-0.3,0.3,12.5,
Ben Gordon,,744,269,20366,14.9,.546,.321,.263,1.9,8.7,5.2,16.5,1.3,0.4,13.3,25.9,19.2,14.1,33.3,.078,0.9,-1.2,-0.3,8.7,
Eric Gordon,,925,665,28883,13.7,.564,.500,.265,1.3,7.0,4.1,13.9,1.4,0.9,11.8,21.7,30.0,11.9,41.9,.070,0.6,-1.3,-0.8,9.0,
Marcin Gortat,,806,587,20691,17.1,.575,.003,.273,9.7,25.4,17.5,6.9,0.9,3.3,12.2,17.0,32.1,29.2,61.3,.142,0.0,0.4,0.4,12.7,
Andrew Goudelock,,49,0,475,8.6,.485,.429,.082,1.7,6.1,4.0,8.5,1.1,0.4,12.1,22.1,-0.2,0.2,0.0,.003,-3.0,-2.0,-5.0,-0.3,
Gerald Govan,,681,,22925,10.2,.444,.005,.268,6.3,21.4,14.4,12.1,1.1,0.9,21.5,12.6,-8.8,35.8,27.0,.057,-2.2,0.7,-1.5,0.8,
Joe Graboski,,845,,22665,13.8,.411,,.353,,,,,,,,,-2.7,27.9,25.3,.051,,,,,
Devonte' Graham,,336,171,8359,13.4,.530,.677,.226,1.7,8.4,5.0,25.9,1.5,0.6,11.8,20.6,8.1,4.6,12.7,.073,0.8,-1.3,-0.5,3.2,
Greg Graham,,207,18,2530,10.6,.498,.208,.360,2.6,7.2,4.9,12.8,2.6,0.3,16.0,19.6,-0.5,1.8,1.3,.025,-3.4,-0.4,-3.8,-1.2,
Joey Graham,,377,84,6117,11.0,.551,.101,.325,5.2,15.4,10.2,5.4,1.1,0.5,13.2,17.6,4.1,3.7,7.8,.061,-2.7,-0.8,-3.6,-2.4,
Stephen Graham,,239,43,2915,8.2,.515,.203,.242,3.1,14.0,8.5,6.5,1.0,0.5,14.2,17.0,-0.7,2.4,1.7,.028,-4.0,-0.6,-4.6,-1.9,
Ron Grandison,,105,3,872,9.8,.491,.115,.553,9.8,11.7,10.8,8.9,1.8,0.4,16.5,15.2,0.3,0.8,1.2,.064,-2.4,-0.2,-2.6,-0.1,
Danny Granger,,586,431,18487,16.9,.560,.345,.336,4.1,13.4,8.7,10.3,1.5,1.9,11.1,23.8,27.5,20.9,48.5,.126,1.8,0.0,1.8,17.7,
Brian Grant,,756,577,21417,14.9,.540,.004,.364,10.1,20.5,15.3,7.5,1.1,2.0,14.4,18.5,24.3,30.2,54.5,.122,-1.0,0.1,-0.8,6.2,
Gary Grant,,552,231,12602,13.4,.491,.083,.170,3.0,8.2,5.6,34.2,3.2,0.3,22.2,18.9,-1.9,14.0,12.0,.046,-1.3,0.5,-0.8,3.7,
Greg Grant,,274,5,3350,9.9,.435,.178,.168,2.2,6.1,4.1,31.1,2.4,0.2,20.8,14.2,-0.6,2.2,1.6,.023,-2.5,-0.4,-2.9,-0.8,
Harvey Grant,,783,439,20510,12.7,.500,.034,.203,6.2,12.5,9.3,9.0,1.5,1.4,8.4,17.5,16.5,20.0,36.4,.085,-0.9,0.1,-0.9,5.7,
Horace Grant,,1165,1037,38621,16.0,.540,.006,.285,10.4,17.8,14.1,9.9,1.5,2.0,9.8,15.2,69.0,49.3,118.2,.147,1.0,0.4,1.4,33.0,
Jerami Grant,,719,434,20054,13.9,.563,.361,.383,3.2,12.5,7.7,9.0,1.2,3.2,9.8,19.8,19.1,17.5,36.6,.088,-0.3,-0.2,-0.5,7.8,
Jerian Grant,,279,61,4998,12.5,.518,.374,.299,2.0,9.6,5.7,23.7,2.0,0.5,14.4,16.8,4.0,4.3,8.3,.080,-1.9,0.3,-1.6,0.5,
Paul Grant,,16,0,111,4.0,.446,.000,.276,8.6,11.4,10.0,4.8,1.0,0.8,21.7,17.3,-0.2,0.1,-0.1,-0.043,-7.0,-1.7,-8.7,-0.2,
Aaron Gray,,318,87,3851,11.5,.528,.003,.383,12.9,23.1,18.0,8.4,1.3,1.8,20.8,15.1,1.4,4.8,6.2,.077,-3.5,-0.1,-3.6,-1.5,
Stuart Gray,,386,5,3457,8.6,.497,.009,.458,9.9,22.5,16.2,5.6,0.9,2.3,21.1,13.9,-1.1,4.4,3.3,.046,-4.5,0.3,-4.2,-1.9,
Jeff Grayer,,438,101,8277,12.0,.495,.047,.283,7.8,10.1,8.9,11.4,1.6,0.5,12.8,19.3,3.6,5.4,9.0,.052,-1.3,-1.2,-2.5,-1.1,
A.C. Green,,1278,832,36552,14.4,.557,.053,.462,10.6,18.7,14.7,5.4,1.4,0.9,11.5,14.8,58.3,41.2,99.5,.131,0.3,-0.5,-0.2,16.6,
Danny Green,,832,709,20899,12.6,.568,.653,.110,2.8,12.2,7.6,8.6,2.0,2.4,11.5,15.3,17.0,32.3,49.3,.113,0.3,1.5,1.8,20.2,
Draymond Green,,881,726,25282,14.4,.541,.368,.282,4.3,21.4,13.1,25.8,2.3,2.9,22.3,15.5,20.7,43.9,64.6,.123,-0.6,2.9,2.3,27.6,
Gerald Green,,658,118,13026,13.0,.535,.481,.182,2.8,11.5,7.1,7.7,1.3,1.2,10.7,23.0,7.6,10.8,18.4,.068,-0.2,-1.1,-1.3,2.4,
JaMychal Green,,544,166,10933,13.8,.575,.353,.239,9.1,21.5,15.3,6.8,1.4,1.9,13.5,17.0,11.6,13.1,24.8,.109,-1.1,-0.3,-1.5,1.4,
Javonte Green,,263,74,4428,13.2,.603,.359,.305,6.2,14.2,10.2,5.7,2.4,2.2,10.1,12.6,5.6,4.9,10.5,.114,-1.5,1.0,-0.5,1.7,
Jeff Green,,1217,660,33257,13.1,.550,.308,.302,3.4,13.1,8.3,8.3,1.2,1.4,10.8,19.6,28.3,27.6,55.9,.081,-0.7,-0.7,-1.4,4.6,
Johnny Green,,1057,,24624,17.1,.514,,.419,,,14.3,8.0,,,,,39.9,18.1,58.0,.113,,,,,
Josh Green,,291,129,6415,9.9,.587,.463,.191,4.0,9.5,6.7,9.7,1.7,0.7,13.7,13.1,4.2,5.0,9.2,.069,-3.0,0.1,-2.9,-1.5,
Lamar Green,,411,,7304,10.6,.462,.000,.253,9.0,23.7,16.8,5.5,1.0,1.6,17.0,16.7,-0.2,7.7,7.4,.049,-3.2,-0.4,-3.6,-0.9,
Litterial Green,,148,4,1189,11.6,.491,.076,.583,2.4,4.9,3.7,23.0,2.2,0.3,15.3,19.0,0.6,1.0,1.6,.066,-2.3,0.0,-2.4,-0.1,
Mike Green,,459,,11334,16.3,.519,.003,.285,10.9,18.2,14.5,7.1,1.3,3.5,13.8,20.4,12.6,15.0,27.6,.117,0.1,0.2,0.3,6.6,
Rickey Green,,946,513,23271,15.3,.518,.025,.265,2.2,6.1,4.2,30.8,2.7,0.1,15.6,17.6,26.1,21.1,47.2,.097,0.4,0.2,0.5,15.0,
Si Green,,504,,13132,11.2,.442,,.387,,,,17.0,,,,,2.4,8.7,11.1,.041,,,,,
Sidney Green,,679,242,13247,12.1,.504,.006,.338,10.8,23.8,17.3,6.7,1.3,1.0,17.1,18.6,1.1,16.3,17.4,.063,-2.5,-0.7,-3.2,-3.9,
Willie Green,,731,297,14783,11.0,.498,.263,.163,1.9,8.5,5.2,11.6,1.4,0.6,10.4,21.1,2.6,10.3,12.9,.042,-1.8,-0.9,-2.7,-2.7,
Orien Greene,,131,7,1555,6.1,.441,.159,.290,3.8,11.1,7.5,15.2,3.3,0.7,28.0,15.1,-2.6,1.9,-0.7,-0.022,-6.1,1.4,-4.6,-1.0,
Dave Greenwood,,823,582,23370,13.6,.532,.004,.369,9.3,21.9,15.6,9.5,1.2,1.8,15.7,16.3,20.6,25.8,46.4,.095,-0.8,0.1,-0.7,7.4,
Hal Greer,,1122,138,39788,15.7,.506,,.304,,,5.3,16.2,,,,,64.9,37.7,102.7,.124,,,,,
Gary Gregor,,361,,8305,11.7,.462,.001,.166,7.1,17.2,12.2,7.9,0.6,0.2,14.1,16.1,-0.1,4.0,3.9,.023,-2.3,-0.1,-2.4,0.0,
Kevin Grevey,,672,82,15246,12.9,.496,.065,.255,4.0,6.8,5.4,11.6,1.2,0.4,10.2,21.7,13.0,13.4,26.5,.083,-0.7,-0.5,-1.2,2.9,
Adrian Griffin,,477,179,7997,11.8,.488,.100,.219,7.1,14.4,10.8,12.2,2.8,0.6,14.4,12.9,5.9,10.4,16.3,.098,-1.6,1.8,0.2,4.5,
Blake Griffin,,765,692,24384,21.0,.559,.149,.410,7.0,21.3,14.2,21.6,1.3,1.2,11.8,26.8,53.0,28.2,81.1,.160,3.1,0.2,3.3,32.8,
Eddie Griffin,,303,117,6729,14.3,.450,.332,.149,8.7,21.0,15.0,5.9,0.8,5.6,8.6,18.2,1.5,9.4,10.9,.078,-0.7,0.3,-0.4,2.8,
Paul Griffin,,480,0,10053,11.9,.569,.000,.670,9.3,17.4,13.5,13.4,1.8,1.3,26.2,11.2,8.1,11.5,19.6,.094,-1.0,1.3,0.3,5.9,
Darrell Griffith,,765,412,21403,14.6,.509,.141,.173,4.0,8.5,6.3,12.1,2.0,0.6,11.8,26.3,1.2,20.8,22.0,.049,-0.5,-0.8,-1.4,3.4,
Bob Gross,,513,27,12575,14.7,.557,.008,.293,8.0,11.1,9.6,15.7,2.3,1.6,20.5,16.0,15.6,15.0,30.7,.117,0.7,1.1,1.8,12.2,
Ernie Grunfeld,,693,17,12916,12.7,.525,.023,.288,4.4,11.5,7.9,15.0,1.7,0.6,14.1,17.8,11.4,13.6,25.0,.093,-0.9,0.4,-0.5,4.9,
Pétur Guðmundsson,,150,20,2060,10.6,.560,.004,.496,8.9,21.2,15.0,9.2,0.8,2.6,24.0,15.8,0.3,1.9,2.1,.050,-3.7,0.2,-3.5,-0.8,
Richie Guerin,,848,,27449,17.3,.493,,.446,,,,22.7,,,,,49.3,19.9,69.2,.121,,,,,
Tom Gugliotta,,763,608,23556,15.9,.509,.085,.299,7.8,19.8,13.7,15.1,2.3,1.5,15.2,21.5,11.6,28.7,40.2,.082,0.0,0.5,0.6,15.3,
Matt Guokas,,735,0,16603,9.8,.524,,.263,1.7,5.4,3.7,16.4,1.1,0.5,,,15.9,10.9,26.7,.077,-1.7,-0.1,-1.8,0.2,
Rui Hachimura,,337,223,9345,13.5,.578,.289,.215,4.1,15.0,9.6,6.8,1.1,0.9,7.5,18.5,8.9,6.6,15.6,.080,-0.8,-1.1,-1.9,0.2,
Hamed Haddadi,,151,0,1056,13.3,.504,.018,.445,15.0,26.5,20.7,6.3,0.5,6.9,21.5,18.2,-0.1,1.7,1.6,.071,-4.6,0.7,-4.0,-0.5,
Cliff Hagan,,839,,24074,19.8,.512,.000,.333,,,8.8,18.6,,,19.0,25.2,61.9,23.4,85.3,.170,,,,,
Happy Hairston,,776,,24330,16.5,.539,,.460,12.4,25.0,16.6,6.9,1.0,0.3,,,45.5,24.5,70.0,.138,1.3,-0.8,0.5,3.1,
Marcus Haislip,,89,8,854,10.8,.483,.070,.287,6.9,10.8,8.9,3.1,0.9,2.9,10.8,19.6,0.0,0.4,0.5,.026,-3.1,-1.6,-4.7,-0.6,
Chick Halbert,,303,,,,.383,,.463,,,,,,,,,12.4,9.3,21.6,,,,,,
Jack Haley,,341,54,3288,9.7,.479,.003,.466,10.8,19.8,15.1,3.6,0.9,0.9,14.9,18.2,-0.5,3.4,2.9,.042,-4.9,-1.8,-6.7,-3.9,
Tyrese Haliburton,,333,294,10999,20.6,.606,.494,.203,2.1,10.2,6.2,38.1,2.1,1.5,12.9,21.4,30.1,7.5,37.6,.164,4.9,-0.1,4.8,18.9,
Shaler Halimon,,254,,3648,11.7,.432,.005,.234,6.5,12.4,10.3,16.0,,,15.2,21.2,-3.4,3.9,0.5,.006,,,,,
Darvin Ham,,417,45,5178,9.0,.528,.019,.589,10.6,10.7,10.7,6.6,1.4,2.2,22.2,12.2,1.8,3.8,5.6,.052,-3.4,0.0,-3.4,-1.9,
Joe Hamilton,,344,,9098,13.2,.488,.203,.250,2.1,7.4,4.7,18.7,1.9,0.1,10.9,20.4,4.5,8.0,12.4,.066,-1.2,0.1,-1.0,0.6,
Jordan Hamilton,,151,21,2100,13.4,.503,.458,.123,4.8,17.8,11.4,9.5,1.7,1.2,10.3,20.4,1.0,2.0,3.0,.069,0.3,-0.4,-0.1,1.0,
Richard Hamilton,,921,783,29559,16.5,.525,.115,.286,3.1,8.3,5.7,19.9,1.3,0.3,11.7,26.8,39.8,23.0,62.8,.102,0.8,-1.1,-0.2,13.2,
Thomas Hamilton,,33,7,343,9.9,.418,.000,.373,13.6,22.9,18.3,7.4,0.6,4.5,22.4,21.0,-0.7,0.4,-0.3,-0.042,-5.1,-1.1,-6.1,-0.4,
Zendon Hamilton,,134,15,1560,14.0,.527,.000,.883,13.3,21.3,17.2,3.5,1.3,1.4,16.3,19.3,1.5,1.5,3.0,.093,-2.4,-1.7,-4.1,-0.8,
Julian Hammond,,329,,8039,16.3,.556,.000,.420,10.3,15.2,11.3,7.1,,,16.2,17.4,15.4,9.4,24.8,.148,,,,,
Tom Hammonds,,687,60,10419,11.0,.525,.004,.393,7.9,16.3,12.1,5.4,0.8,0.9,13.3,16.5,6.6,8.1,14.7,.068,-2.7,-1.1,-3.8,-4.7,
Alex Hannum,,516,,7713,9.3,.401,,.340,,,,,,,,,-0.6,13.7,13.1,.039,,,,,
Tyler Hansbrough,,428,50,7233,14.8,.525,.010,.618,11.7,16.5,14.1,4.1,1.5,1.0,10.4,19.0,11.4,8.8,20.2,.134,-1.2,-0.8,-2.0,0.0,
Bob Hansen,,575,325,11104,10.0,.514,.146,.216,4.1,8.4,6.3,11.9,1.5,0.3,12.7,16.4,3.7,11.7,15.4,.066,-2.6,0.1,-2.4,-1.2,
Bill Hanzlik,,748,109,15534,11.2,.522,.051,.513,4.6,9.6,7.0,16.0,2.1,0.7,17.4,15.6,9.8,14.8,24.7,.076,-2.0,0.6,-1.4,2.2,
Anfernee Hardaway,,704,557,23711,17.4,.535,.182,.324,4.7,10.5,7.6,24.3,2.5,0.9,15.2,22.1,35.7,26.2,61.9,.125,1.7,0.8,2.5,26.9,
Tim Hardaway,,867,770,30626,18.6,.530,.332,.250,2.0,8.4,5.3,37.9,2.3,0.3,14.6,24.3,57.7,27.2,85.0,.133,3.6,-0.5,3.1,39.6,
Tim Hardaway Jr.,,813,422,22262,13.1,.551,.552,.210,1.3,10.4,5.8,10.4,1.1,0.4,7.3,21.6,20.7,13.1,33.8,.073,0.2,-1.4,-1.2,4.5,
James Harden,,1151,937,40011,23.7,.608,.470,.509,2.5,15.4,9.0,34.2,2.1,1.4,15.8,29.4,127.8,46.9,174.7,.210,5.5,0.8,6.3,84.2,
Reggie Harding,,230,,6369,12.9,.444,.000,.241,,,17.9,8.9,,,17.9,19.1,-0.2,7.5,7.3,.055,,,,,
Ira Harge,,427,,13160,12.5,.487,.002,.316,9.9,23.1,16.9,7.3,,,19.4,15.5,5.0,11.2,16.3,.059,,,,,
Maurice Harkless,,621,372,14019,11.7,.544,.333,.230,5.2,12.0,8.6,5.9,2.1,2.3,11.8,13.9,8.9,14.0,23.0,.079,-1.6,0.8,-0.8,4.1,
Jerry Harkness,,86,6,1572,14.1,.504,.010,.566,,,6.7,13.8,,,14.3,16.6,2.1,1.3,3.4,.102,,,,,
Derek Harper,,1199,883,37786,16.0,.537,.226,.256,2.1,6.5,4.3,26.8,2.6,0.5,13.5,19.7,53.4,33.4,86.8,.110,1.2,0.5,1.8,35.7,
Justin Harper,,22,0,150,3.6,.414,.547,.057,3.7,10.0,6.8,4.4,1.1,1.6,18.1,20.1,-0.4,0.1,-0.3,-0.093,-5.9,-2.8,-8.7,-0.2,
Ron Harper,,1009,967,31199,15.6,.511,.152,.318,4.8,10.6,7.7,19.1,2.8,1.5,14.2,21.5,21.7,44.1,65.8,.101,0.4,1.4,1.9,30.3,
Matt Harpring,,665,349,17584,15.3,.545,.079,.371,8.7,14.2,11.5,9.1,1.5,0.5,12.5,20.8,26.2,15.7,41.9,.114,0.3,-0.9,-0.6,6.2,
Montrezl Harrell,,515,36,10545,22.3,.642,.020,.446,9.8,16.8,13.4,10.5,1.2,3.2,10.2,21.9,30.5,12.4,42.9,.195,2.3,0.3,2.6,12.2,
Al Harrington,,981,445,28009,14.3,.523,.245,.268,6.1,16.4,11.2,10.1,1.6,0.7,12.7,23.2,17.4,25.0,42.5,.073,-0.6,-0.9,-1.5,3.7,
Junior Harrington,,140,66,3096,7.1,.423,.093,.247,2.5,12.3,7.2,23.0,2.2,0.6,22.4,16.2,-4.0,3.1,-0.9,-0.014,-5.5,0.6,-4.8,-2.2,
Othella Harrington,,709,263,13924,12.5,.555,.003,.396,9.2,17.0,13.1,5.5,0.7,1.5,16.8,18.6,11.7,11.4,23.1,.080,-2.4,-1.0,-3.4,-4.9,
Bob Harris,,325,,5768,12.6,.440,,.458,,,,,,,,,7.3,8.4,15.7,.081,,,,,
Devin Harris,,985,448,23963,16.0,.551,.317,.434,1.4,9.0,5.2,26.5,2.2,0.6,14.9,21.6,35.1,19.8,54.9,.110,0.5,0.0,0.6,15.5,
Gary Harris,,618,446,16665,11.9,.560,.464,.183,2.3,7.1,4.7,10.0,2.0,0.7,9.9,16.6,14.8,12.0,26.8,.077,-1.3,-0.1,-1.4,2.7,
Joe Harris,,504,283,12298,12.2,.623,.596,.124,2.3,10.8,6.6,9.5,0.9,0.6,11.1,16.4,15.4,7.7,23.1,.090,0.0,-0.7,-0.7,4.1,
Lucious Harris,,800,145,15701,12.8,.507,.224,.244,3.8,9.7,6.7,11.8,1.8,0.4,9.4,17.7,16.6,12.1,28.7,.088,-0.7,-0.2,-0.9,4.5,
Manny Harris,,93,20,1594,10.7,.481,.286,.321,4.0,14.4,9.0,13.3,1.6,0.7,14.5,19.8,-0.6,0.7,0.1,.004,-2.1,-1.3,-3.3,-0.5,
Mike Harris,,54,0,496,14.4,.522,.033,.364,11.6,15.1,13.3,3.9,2.9,1.8,14.6,18.8,0.3,0.7,1.0,.095,-2.1,0.8,-1.3,0.1,
Steve Harris,,207,29,2840,13.3,.481,.015,.222,5.9,8.2,7.1,12.3,1.9,0.6,10.1,23.7,0.9,2.3,3.1,.053,-1.5,-1.0,-2.6,-0.4,
Tobias Harris,,970,850,30727,16.5,.568,.286,.224,3.5,18.1,10.8,11.8,1.2,1.5,8.9,21.5,42.9,32.5,75.3,.118,1.1,-0.1,1.0,22.9,
Tony Harris,,14,0,147,9.7,.474,.218,.691,2.3,6.1,4.2,7.4,1.7,0.0,12.2,24.1,0.0,0.1,0.0,.015,-3.0,-1.3,-4.4,-0.1,
Bob Harrison,,615,,12926,8.3,.394,,.243,,,,,,,,,-4.2,19.2,15.0,.031,,,,,
Shaquille Harrison,,183,23,2780,13.3,.506,.221,.296,2.8,14.9,8.8,15.7,3.1,2.1,11.3,16.6,0.9,3.4,4.3,.074,-2.5,1.7,-0.8,0.8,
Jason Hart,,341,56,5289,12.2,.490,.138,.285,1.7,11.0,6.2,23.3,2.5,0.5,14.2,16.5,2.8,5.8,8.6,.078,-2.4,1.2,-1.2,1.0,
Josh Hart,,530,289,16129,13.3,.578,.448,.255,4.7,20.7,12.7,14.2,1.7,1.0,13.5,14.4,18.9,17.8,36.7,.109,-0.5,1.0,0.5,10.1,
Isaiah Hartenstein,,379,114,7374,18.0,.622,.058,.325,12.7,23.2,18.0,14.4,1.8,4.4,16.6,14.5,14.8,13.2,28.0,.182,-0.2,2.3,2.1,7.6,
Antonio Harvey,,187,32,1954,9.7,.429,.005,.319,9.0,16.6,12.8,4.5,1.4,4.8,14.4,17.0,-1.9,2.3,0.3,.008,-4.6,-0.3,-5.0,-1.5,
Donnell Harvey,,205,39,3318,12.5,.501,.010,.375,8.7,20.3,14.3,8.7,1.5,1.8,15.4,18.3,1.1,3.7,4.7,.069,-2.6,0.0,-2.6,-0.5,
Clem Haskins,,681,,17624,15.2,.498,,.276,3.7,7.3,5.4,19.6,1.7,0.5,,,18.7,17.1,35.8,.097,0.2,-0.3,-0.1,1.5,
Udonis Haslem,,879,501,21719,12.9,.533,.013,.300,9.0,22.3,15.8,5.4,1.0,0.9,11.6,15.1,23.1,27.8,50.9,.112,-1.5,-0.5,-2.0,-0.1,
