name,pos,games,games_started,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,awards
Donny Marshall,,119,0,919,87,271,.321,42,125,.336,45,146,.308,.399,77,113,.681,39,82,121,36,37,5,45,107,293,0,
Donyell Marshall,,957,422,25027,4096,9410,.435,902,2578,.350,3194,6832,.468,.483,1622,2219,.731,1898,4478,6376,1305,790,848,1292,2173,10716,0,
Naji Marshall,,299,67,6403,970,2128,.456,234,774,.302,736,1354,.544,.511,463,589,.786,230,907,1137,675,232,55,358,440,2637,0,
Tom Marshall,,168,,2587,354,913,.388,,,,,,,,244,344,.709,,,492,188,,,,197,952,0,
Caleb Martin,,311,112,7558,965,2161,.447,317,888,.357,648,1273,.509,.520,358,488,.734,326,885,1211,509,271,132,311,556,2605,0,
Cartier Martin,,243,15,3351,430,1098,.392,218,586,.372,212,512,.414,.491,151,207,.729,88,375,463,121,97,27,128,317,1229,0,
Cody Martin,,259,54,5678,608,1394,.436,168,545,.308,440,849,.518,.496,209,316,.661,252,709,961,580,256,104,242,402,1593,0,
Darrick Martin,,514,178,9165,1186,3108,.382,350,1030,.340,836,2078,.402,.438,803,952,.843,101,487,588,1475,340,22,631,894,3525,0,
Kenyon Martin,,757,667,23134,3875,8031,.483,66,282,.234,3809,7749,.492,.487,1509,2398,.629,1312,3847,5159,1439,893,864,1318,2498,9325,1,
Kevin Martin,,714,504,21559,3847,8797,.437,1141,2969,.384,2706,5828,.464,.502,3561,4091,.870,401,1877,2278,1352,643,78,1200,1361,12396,0,
KJ Martin,,309,77,6674,1059,1943,.545,186,566,.329,873,1377,.634,.593,348,517,.673,350,897,1247,371,144,145,245,550,2652,0,
Slater Martin,,745,,21889,2632,7224,.364,,,,,,,,2073,2720,.762,,,2302,3160,,,,2238,7337,1,
Jamal Mashburn,,611,584,22762,4277,10222,.418,767,2226,.345,3510,7996,.439,.456,2323,3032,.766,697,2574,3271,2414,632,109,1585,1533,11644,3,
Anthony Mason,,882,559,30605,3583,7033,.509,2,12,.167,3581,7021,.510,.510,2488,3511,.709,1912,5367,7279,2963,648,244,1549,2353,9656,7,
Desmond Mason,,643,385,19641,2931,6535,.449,66,254,.260,2865,6281,.456,.454,1839,2485,.740,804,2059,2863,1049,441,230,1032,1432,7767,0,
Roger Mason,,518,103,9147,1196,2933,.408,594,1549,.383,602,1384,.435,.509,303,350,.866,78,819,897,677,189,75,370,709,3289,0,
Tony Massenburg,,683,233,12291,1638,3484,.470,1,11,.091,1637,3473,.471,.470,961,1363,.705,1054,1910,2964,266,261,322,685,1607,4238,0,
Garrison Mathews,,314,64,5485,583,1438,.405,467,1221,.382,116,217,.535,.568,404,482,.838,95,458,553,223,164,60,128,564,2037,0,
Wes Matthews,,465,102,9305,1463,3059,.478,36,160,.225,1427,2899,.492,.484,692,878,.788,172,454,626,1955,444,81,963,964,3654,0,
Wesley Matthews,,986,757,28579,3822,9123,.419,1845,4914,.375,1977,4209,.470,.520,1721,2090,.823,498,2259,2757,1843,925,204,1071,1999,11210,0,
Ariel Maughan,,259,,,744,2659,.280,,,,,,,,555,780,.712,,,141,311,,,,668,2043,0,
Tyrese Maxey,,318,245,10187,2235,4847,.461,696,1828,.381,1539,3019,.510,.533,1036,1196,.866,111,841,952,1403,290,107,449,634,6202,1,
Jason Maxiell,,618,188,11379,1398,2823,.495,0,5,.000,1398,2818,.496,.495,685,1214,.564,1048,1528,2576,266,230,490,487,1197,3481,0,
Cedric Maxwell,,835,620,23769,3433,6293,.546,1,19,.053,3432,6274,.547,.546,3598,4592,.784,2108,3153,5261,1862,671,433,1841,2273,10465,1,
Vernon Maxwell,,855,497,24309,3932,9878,.398,1256,3931,.320,2676,5947,.450,.462,1792,2446,.733,378,1822,2200,2912,975,152,1663,1766,10912,0,
Don May,,379,4,6619,1351,2981,.453,,,,,,,,637,798,.798,29,120,1309,389,29,10,,751,3339,0,
Scott May,,355,8,8029,1432,3100,.462,0,8,.000,1432,3092,.463,.462,826,1018,.811,508,942,1450,610,285,44,429,790,3690,0,
Sean May,,119,25,1868,324,708,.458,3,13,.231,321,695,.462,.460,170,228,.746,155,326,481,115,53,47,134,236,821,0,
Lee Mayberry,,496,150,10337,950,2287,.415,379,1006,.377,571,1281,.446,.498,267,405,.659,142,500,642,1767,352,43,591,865,2546,0,
Eric Maynor,,267,2,3896,440,1122,.392,111,317,.350,329,805,.409,.442,150,208,.721,67,281,348,760,111,20,281,296,1141,0,
O.J. Mayo,,547,325,16919,2808,6547,.429,854,2287,.373,1954,4260,.459,.494,1104,1346,.820,285,1421,1706,1607,559,141,1130,1239,7574,0,
Luc Mbah a Moute,,689,453,16038,1685,3708,.454,207,619,.334,1478,3089,.478,.482,803,1218,.659,962,1838,2800,588,612,263,646,1242,4380,0,
Bob McAdoo,,852,1,28327,7420,14751,.503,3,37,.081,7417,14714,.504,.503,3944,5229,.754,1818,5502,8048,1951,751,1147,1223,2726,18787,0,
Bob McCann,,178,7,2385,296,618,.479,1,5,.200,295,613,.481,.480,146,253,.577,154,314,468,104,80,79,134,349,739,0,
Andre McCarter,,103,,1182,170,394,.431,2,8,.250,168,386,.435,.434,50,69,.725,32,63,95,172,37,0,24,100,392,0,
Johnny McCarthy,,316,,8828,958,2714,.353,,,,,,,,534,859,.622,,,1145,1184,,,,885,2450,1,
Walter McCarty,,593,108,10374,1092,2786,.392,456,1318,.346,636,1468,.433,.474,416,596,.698,410,1144,1554,670,380,173,520,1211,3056,0,
Amal McCaskill,,114,4,968,81,215,.377,0,3,.000,81,212,.382,.377,42,69,.609,75,138,213,36,24,36,52,132,204,0,
Patrick McCaw,,199,43,3373,292,696,.420,92,302,.305,200,394,.508,.486,84,107,.785,64,255,319,270,139,31,123,233,760,0,
Ted McClain,,555,0,12683,1849,4115,.449,27,124,.218,1822,3991,.457,.453,944,1231,.767,487,1140,1627,1909,821,82,1045,1664,4669,0,
George McCloud,,766,194,17429,2469,6140,.402,920,2573,.358,1549,3567,.434,.477,1067,1318,.810,659,1683,2342,1769,593,190,1070,1646,6925,0,
CJ McCollum,,787,690,25264,5871,12966,.453,1989,5011,.397,3882,7955,.488,.530,1683,2107,.799,508,2359,2867,3005,704,326,1426,1657,15414,1,
T.J. McConnell,,706,97,14921,2407,4663,.516,172,498,.345,2235,4165,.537,.535,410,527,.778,385,1669,2054,3542,849,133,1126,982,5396,3,
Tim McCormick,,483,210,10390,1547,2893,.535,1,16,.063,1546,2877,.537,.535,935,1330,.703,777,1589,2366,491,139,187,619,1256,4030,0,
Jelani McCoy,,260,72,3824,510,947,.539,0,0,,510,947,.539,.539,180,367,.490,285,636,921,135,75,193,245,521,1200,0,
Paul McCracken,,37,,437,63,140,.450,,,,,,,,34,57,.596,7,15,73,33,6,0,,52,160,0,
Rodney McCray,,768,629,24876,3516,6997,.503,57,219,.260,3459,6778,.510,.507,1925,2529,.761,1645,3442,5087,2750,585,493,1419,1734,9014,5,
Xavier McDaniel,,870,529,25201,5673,11685,.485,74,283,.261,5599,11402,.491,.489,2186,3046,.718,2082,3231,5313,1775,791,416,1887,2557,13606,0,
Jaden McDaniels,,366,290,10449,1494,3099,.482,445,1277,.348,1049,1822,.576,.554,351,467,.752,405,1121,1526,562,334,306,416,1112,3784,0,
Jalen McDaniels,,252,45,4550,635,1414,.449,174,540,.322,461,874,.527,.511,255,328,.777,178,651,829,292,165,84,215,485,1699,0,
Jim McDaniels,,271,,5242,1146,2459,.466,0,0,,1146,2459,.466,.466,406,564,.720,412,909,1748,288,23,79,254,681,2698,0,
Doug McDermott,,697,97,13572,2248,4779,.470,984,2394,.411,1264,2385,.530,.573,518,644,.804,260,1196,1456,664,146,63,436,986,5998,0,
Hank McDowell,,206,1,1857,229,508,.451,0,7,.000,229,501,.457,.451,142,200,.710,186,278,464,98,34,29,131,274,600,0,
Antonio McDyess,,1015,645,28053,5046,10161,.497,7,60,.117,5039,10101,.499,.497,2128,3178,.670,2478,5160,7638,1300,782,1102,1623,3077,12227,0,
Jim McElroy,,418,17,10178,1636,3494,.468,7,34,.206,1629,3460,.471,.469,841,1101,.764,242,578,820,1462,384,126,610,711,4120,0,
JaVale McGee,,909,343,14676,2955,5110,.578,15,78,.192,2940,5032,.584,.580,982,1627,.604,1624,2953,4577,386,345,1258,896,1923,6907,1,
Mike McGee,,520,136,9271,2087,4286,.487,306,865,.354,1781,3421,.521,.523,488,817,.597,542,570,1112,629,371,49,630,1012,4968,0,
Billy McGill,,295,,5097,1270,2469,.514,0,0,,1270,2469,.514,.514,554,790,.701,200,475,1286,330,,,233,796,3094,0,
George McGinnis,,842,591,28179,6381,13940,.458,83,304,.273,6298,13636,.462,.461,4164,6267,.664,3143,6090,9233,3089,1448,390,2763,3220,17009,7,
Jon McGlocklin,,792,,20930,4001,8174,.489,,,,,,,,1167,1381,.845,61,214,1928,2280,102,13,,1370,9169,0,
Tracy McGrady,,938,703,30658,6709,15413,.435,1081,3198,.338,5628,12215,.461,.470,3882,5202,.746,1300,3976,5276,4161,1136,807,2029,1661,18381,4,
Rodney McGruder,,317,132,6158,681,1622,.420,301,836,.360,380,786,.483,.513,162,241,.672,253,632,885,381,161,50,190,459,1825,0,
Dick McGuire,,738,,17170,2048,5259,.389,,,,,,,,1825,2836,.644,,,2784,4205,,,,1695,5921,1,
Dominic McGuire,,342,84,5348,388,927,.419,3,16,.188,385,911,.423,.420,160,243,.658,344,825,1169,422,154,184,242,501,939,0,
Kevin McHale,,971,400,30118,6830,12334,.554,41,157,.261,6789,12177,.558,.555,3634,4554,.798,2358,4764,7122,1670,344,1690,1893,2758,17335,0,
Jim McIlvaine,,401,214,5927,423,948,.446,1,10,.100,422,938,.450,.447,225,408,.551,479,764,1243,105,136,691,231,1052,1072,0,
Jeff McInnis,,576,334,15927,2189,5081,.431,305,929,.328,1884,4152,.454,.461,713,896,.796,243,927,1170,2514,371,31,789,1194,5396,1,
Kevin McKenna,,243,26,3460,498,1204,.414,103,281,.367,395,923,.428,.456,221,270,.819,102,215,317,342,184,25,204,491,1320,0,
Stan McKenzie,,396,,7479,1281,2885,.444,,,,,,,,1017,1268,.802,3,13,1117,611,3,0,,894,3579,0,
Derrick McKey,,937,639,27229,3908,8048,.486,203,642,.316,3705,7406,.500,.498,2247,2885,.779,1515,2872,4387,2254,1072,611,1713,2700,10266,1,
Aaron McKie,,793,287,19156,2265,5177,.438,388,1109,.350,1877,4068,.461,.475,953,1224,.779,482,2105,2587,2126,912,164,1059,1588,5871,2,
Billy McKinney,,476,65,9189,1554,3154,.493,3,48,.063,1551,3106,.499,.493,712,868,.820,134,543,677,1661,353,40,637,860,3823,0,
Bones McKinney,,318,,1083,1145,3844,.298,,,,,,,,704,990,.711,,,373,503,,,,1023,2994,0,
Alfonzo McKinnie,,182,9,2113,287,615,.467,84,258,.326,203,357,.569,.535,63,108,.583,154,300,454,57,51,27,71,266,721,0,
Jordan McLaughlin,,288,7,4048,437,982,.445,174,466,.373,263,516,.510,.534,124,167,.743,89,326,415,807,225,32,188,206,1172,0,
Ben McLemore,,556,268,12534,1768,4270,.414,868,2392,.363,900,1878,.479,.516,611,783,.780,222,1047,1269,563,353,106,608,1175,5015,0,
McCoy McLemore,,580,,12221,1947,4943,.394,,,,,,,,1236,1603,.771,,,3161,733,,,,1442,5130,1,
Jack McMahon,,524,,14228,1615,4790,.337,,,,,,,,1007,1580,.637,,,1390,1939,,,,1483,4237,0,
Nate McMillan,,796,373,20462,1833,4136,.443,298,870,.343,1535,3266,.470,.479,769,1183,.650,919,2303,3222,4893,1544,356,1486,2408,4733,4,
Tom McMillen,,729,54,14770,2420,5014,.483,3,25,.120,2417,4989,.484,.483,1071,1329,.806,957,1956,2913,788,198,191,693,1740,5914,0,
Jim McMillian,,631,,20227,3644,7557,.482,,,,,,,,1448,1741,.832,639,1381,3319,1557,435,80,120,1200,8736,0,
Mark McNamara,,278,25,2707,362,707,.512,0,0,,362,707,.512,.512,256,467,.548,345,482,827,77,35,39,223,374,980,0,
Larry McNeill,,297,,5094,915,1963,.466,,,,,,,,703,902,.779,477,963,1440,225,183,78,71,702,2533,0,
Jordan McRae,,123,9,1696,302,724,.417,83,234,.355,219,490,.447,.474,159,206,.772,34,191,225,167,45,30,87,147,846,0,
Josh McRoberts,,433,179,8271,914,1972,.463,196,576,.340,718,1396,.514,.513,309,438,.705,468,1218,1686,901,222,194,381,817,2333,0,
Stanislav Medvedenko,,263,58,3340,590,1311,.450,2,13,.154,588,1298,.453,.451,208,281,.740,335,409,744,136,88,42,159,518,1390,0,
Jodie Meeks,,539,204,12110,1665,3969,.420,775,2078,.373,890,1891,.471,.517,883,1004,.879,148,972,1120,583,413,36,410,632,4988,0,
Cliff Meely,,318,,6329,1121,2687,.417,,,,,,,,416,616,.675,180,520,1703,398,88,106,,929,2658,0,
Monk Meineke,,343,,6782,790,2154,.367,,,,,,,,758,1003,.756,,,1626,433,,,,1047,2338,0,
Bill Melchionni,,646,,16787,2753,6002,.459,37,157,.236,2716,5845,.465,.462,1327,1640,.809,223,859,1284,3247,172,20,1271,1398,6870,0,
De'Anthony Melton,,356,148,8147,1152,2810,.410,542,1470,.369,610,1340,.455,.506,385,494,.779,265,1051,1316,988,502,172,488,728,3231,0,
Dean Meminger,,416,,8554,1004,2112,.475,,,,,,,,544,867,.627,286,386,1086,1046,242,28,,700,2552,0,
John Mengelt,,636,,12788,2418,5047,.479,0,6,.000,2418,5041,.480,.479,1382,1708,.809,203,689,1221,1329,324,28,280,1284,6218,0,
Pops Mensah-Bonsu,,61,0,509,64,156,.410,0,2,.000,64,154,.416,.410,53,90,.589,83,97,180,11,14,14,40,82,181,0,
Ron Mercer,,432,278,13418,2490,5803,.429,60,240,.250,2430,5563,.437,.434,852,1054,.808,383,959,1342,921,456,113,683,881,5892,0,
Joe Meriweather,,670,119,14807,2170,4244,.511,1,3,.333,2169,4241,.511,.511,1098,1598,.687,1285,2479,3764,603,311,810,737,2253,5439,1,
Sam Merrill,,173,7,2820,379,935,.405,313,810,.386,66,125,.528,.573,62,67,.925,67,256,323,246,84,19,66,219,1133,0,
Tom Meschery,,778,,23459,3877,8793,.441,,,,,,,,2150,2885,.745,,,6698,1331,,,,2841,9904,0,
Chimezie Metu,,260,38,3565,589,1191,.495,107,359,.298,482,832,.579,.539,237,301,.787,174,734,908,197,139,95,199,325,1522,0,
Dave Meyers,,281,,7471,1208,2623,.461,1,5,.200,1207,2618,.461,.461,732,1083,.676,527,1244,1771,652,272,143,395,755,3149,0,
Stan Miasek,,365,,3758,1375,4166,.330,,,,,,,,1101,1752,.628,,,999,518,,,,1358,3851,0,
Khris Middleton,,776,671,23823,4688,10187,.460,1409,3644,.387,3279,6543,.501,.529,2116,2409,.878,482,3218,3700,3066,903,151,1616,1950,12901,2,
Chris Mihm,,436,256,8758,1253,2731,.459,3,13,.231,1250,2718,.460,.459,753,1069,.704,865,1437,2302,223,128,444,535,1264,3262,0,
Ed Mikan,,323,,2779,799,2493,.320,,,,,,,,565,747,.756,,,1093,296,,,,919,2163,0,
George Mikan,,439,,8350,3544,8783,.404,,,,,,,,3068,3924,.782,,,4167,1245,,,,1862,10156,0,
Vern Mikkelsen,,699,,18443,3547,8812,.403,,,,,,,,2969,3874,.766,,,5940,1515,,,,2812,10063,0,
C.J. Miles,,849,303,17284,2883,7016,.411,1250,3487,.358,1633,3529,.463,.500,1092,1350,.809,363,1648,2011,914,601,254,724,1792,8108,0,
Darius Miles,,446,190,11730,1874,3973,.472,22,131,.168,1852,3842,.482,.474,737,1250,.590,575,1615,2190,840,384,495,892,1023,4507,0,
Eddie Miles,,605,,15681,3301,7505,.440,,,,,,,,1518,2032,.747,,,1860,1225,,,,1385,8120,0,
Darko Miličić,,468,208,8638,1196,2602,.460,0,6,.000,1196,2596,.461,.460,421,734,.574,628,1343,1971,405,206,613,573,1065,2813,0,
Andre Miller,,1304,939,40268,6035,13104,.461,193,888,.217,5842,12216,.478,.468,4015,4975,.807,1373,3422,4795,8524,1546,227,3121,2882,16278,9,
Anthony Miller,,181,15,1637,197,386,.510,2,8,.250,195,378,.516,.513,114,198,.576,185,303,488,66,58,26,90,244,510,0,
Brad Miller,,868,598,24537,3446,7174,.480,201,610,.330,3245,6564,.494,.494,2631,3273,.804,1708,4491,6199,2470,639,592,1367,2383,9724,3,
Darius Miller,,271,28,5358,545,1300,.419,344,898,.383,201,402,.500,.552,163,194,.840,51,396,447,367,123,66,171,523,1597,0,
Larry Miller,,486,,14941,2450,5670,.432,82,331,.248,2368,5339,.444,.439,1613,2228,.724,935,1499,2434,1155,57,6,940,1091,6595,0,
Mike Miller,,1032,570,27812,4016,8747,.459,1590,3910,.407,2426,4837,.502,.550,1351,1757,.769,632,3744,4376,2666,573,229,1561,2043,10973,1,
Oliver Miller,,493,196,11338,1536,2874,.534,5,43,.116,1531,2831,.541,.535,548,858,.639,940,1953,2893,1061,455,758,921,1460,3625,1,
Reggie Miller,,1389,1304,47619,8241,17499,.471,2560,6486,.395,5681,11013,.516,.544,6237,7026,.888,883,3299,4182,4141,1505,299,2409,2730,25279,1,
Chris Mills,,568,328,17282,2391,5541,.432,439,1251,.351,1952,4290,.455,.471,1136,1391,.817,772,2036,2808,1063,421,247,726,1532,6357,0,
Patty Mills,,921,112,18316,2855,6742,.423,1546,4012,.385,1309,2730,.479,.538,748,873,.857,268,1223,1491,2010,581,80,861,1164,8004,0,
Terry Mills,,678,303,16422,2847,6227,.457,533,1387,.384,2314,4840,.478,.500,948,1214,.781,1029,2651,3680,891,397,296,851,1896,7175,0,
Paul Millsap,,1085,746,30499,5455,11158,.489,541,1588,.341,4914,9570,.513,.513,3085,4190,.736,2343,5330,7673,2378,1327,1045,1829,3248,14536,1,
Shake Milton,,359,47,6698,1076,2386,.451,298,833,.358,778,1553,.501,.513,449,545,.824,171,612,783,856,164,73,365,594,2899,0,
Yao Ming,,486,476,15818,3380,6445,.524,2,10,.200,3378,6435,.525,.525,2485,2984,.833,1233,3261,4494,769,189,920,1311,1596,9247,0,
Greg Minor,,277,93,5144,794,1662,.478,24,106,.226,770,1556,.495,.485,290,378,.767,258,483,741,384,156,46,225,464,1902,0,
Nikola Mirotić,,319,95,7718,1303,3084,.423,614,1712,.359,689,1372,.502,.522,690,854,.808,301,1593,1894,407,240,228,381,666,3910,0,
Donovan Mitchell,,539,531,18243,4720,10512,.449,1618,4419,.366,3102,6093,.509,.526,2262,2692,.840,435,1889,2324,2530,740,173,1447,1300,13320,0,
Mike Mitchell,,759,607,24537,6371,12912,.493,19,88,.216,6352,12824,.495,.494,2255,2894,.779,1539,2707,4246,1010,530,400,1300,2012,15016,1,
Sam Mitchell,,994,322,22257,3220,7206,.447,65,292,.223,3155,6914,.456,.451,2131,2719,.784,1251,2460,3711,1089,548,301,838,2509,8636,0,
Steve Mix,,788,247,18831,3205,6429,.499,6,21,.286,3199,6408,.499,.499,1941,2417,.803,1357,2552,4160,1393,884,173,563,1694,8357,0,
Cuttino Mobley,,747,581,27618,4319,9979,.433,1085,2867,.378,3234,7112,.455,.487,2241,2684,.835,543,2359,2902,2015,878,313,1520,1710,11964,0,
Doug Moe,,378,,12081,2301,5377,.428,19,89,.213,2282,5288,.432,.430,1540,1924,.800,895,1665,2560,1197,,,940,1286,6161,0,
Leo Mogus,,231,,,646,1944,.332,,,,,,,,683,954,.716,,,102,319,,,,575,1975,0,
Nazr Mohammed,,1005,354,15891,2402,4939,.486,0,8,.000,2402,4931,.487,.486,1023,1599,.640,1808,2900,4708,375,432,639,919,2156,5827,0,
Jérôme Moïso,,145,3,1392,158,323,.489,0,3,.000,158,320,.494,.489,70,118,.593,126,269,395,38,45,68,104,183,386,0,
Paul Mokeski,,694,38,9739,1099,2437,.451,11,51,.216,1088,2386,.456,.453,555,800,.694,709,1633,2342,500,228,307,585,1818,2764,0,
Sidney Moncrief,,767,513,23150,4117,8198,.502,110,387,.284,4007,7811,.513,.509,3587,4319,.831,1424,2151,3575,2793,924,228,1551,1635,11931,5,
Eric Money,,426,0,10827,2239,4536,.494,0,0,,2239,4536,.494,.494,733,980,.748,338,556,894,1623,524,62,712,1148,5211,0,
Malik Monk,,523,83,11943,2321,5352,.434,938,2680,.350,1383,2672,.518,.521,864,1019,.848,192,1185,1377,1657,317,174,844,864,6444,0,
Earl Monroe,,926,,29636,6906,14898,.464,0,0,,6906,14898,.464,.464,3642,4513,.807,260,976,2796,3594,473,121,305,2416,17454,0,
Greg Monroe,,646,417,17670,3371,6556,.514,1,17,.059,3370,6539,.515,.514,1659,2361,.703,1799,3494,5293,1376,680,373,1198,1435,8402,2,
Eric Montross,,465,288,8479,891,1819,.490,0,3,.000,891,1816,.491,.490,289,604,.478,716,1443,2159,207,122,275,405,1270,2071,0,
Jamario Moon,,286,157,6451,723,1568,.461,177,538,.329,546,1030,.530,.518,184,229,.803,201,1026,1227,291,229,236,147,424,1807,0,
E'Twaun Moore,,598,191,12564,1927,4236,.455,556,1432,.388,1371,2804,.489,.521,333,449,.742,282,926,1208,1055,395,131,534,946,4743,0,
Gene Moore,,465,,11780,2334,5003,.467,10,33,.303,2324,4970,.468,.468,916,1350,.679,1562,2798,4360,648,30,207,1158,1730,5594,0,
Johnny Moore,,520,333,13430,1998,4343,.460,94,374,.251,1904,3969,.480,.471,800,1123,.712,391,1157,1548,3866,1017,116,1163,1325,4890,6,
Mikki Moore,,564,181,10257,1269,2304,.551,2,13,.154,1267,2291,.553,.551,717,965,.743,777,1419,2196,409,179,306,537,1541,3257,0,
Otto Moore,,682,,16893,2336,5152,.453,,,,,,,,944,1550,.609,504,1539,5575,1060,186,342,,1775,5616,0,
Tracy Moore,,119,6,1729,298,738,.404,77,224,.344,221,514,.430,.456,160,191,.838,75,108,183,121,62,8,98,186,833,0,
Ja Morant,,307,305,9801,2507,5344,.469,415,1312,.316,2092,4032,.519,.508,1513,1975,.766,288,1160,1448,2267,315,86,1037,515,6942,12,
Eric Moreland,,83,3,898,73,136,.537,1,1,1.000,72,135,.533,.540,13,33,.394,88,222,310,83,32,56,50,130,160,0,
Jackie Moreland,,582,,13617,2286,5446,.420,6,20,.300,2280,5426,.420,.420,1152,1598,.721,414,605,3417,937,,,447,1847,5730,0,
Chris Morris,,747,436,18748,3144,7136,.441,497,1625,.306,2647,5511,.480,.475,1399,1894,.739,1516,2028,3544,1182,917,540,1171,1750,8184,1,
Jaylen Morris,,13,0,143,17,48,.354,3,15,.200,14,33,.424,.385,3,6,.500,2,21,23,13,4,1,8,5,40,0,
Marcus Morris,,832,509,22093,3648,8393,.435,1300,3447,.377,2348,4946,.475,.512,1369,1768,.774,701,2989,3690,1235,545,238,942,1758,9965,0,
Markieff Morris,,791,381,18460,3109,7015,.443,659,1931,.341,2450,5084,.482,.490,1199,1540,.779,890,2957,3847,1221,594,380,1121,2041,8076,0,
Monte Morris,,420,166,9808,1562,3297,.474,470,1208,.389,1092,2089,.523,.545,386,467,.827,142,847,989,1510,303,73,306,428,3980,0,
Terence Morris,,139,12,1934,209,514,.407,22,112,.196,187,402,.465,.428,32,45,.711,123,254,377,93,35,49,81,126,472,0,
Anthony Morrow,,564,142,12280,1956,4380,.447,807,1937,.417,1149,2443,.470,.539,608,691,.880,309,906,1215,494,317,75,380,897,5327,0,
Donatas Motiejūnas,,251,101,4566,731,1558,.469,121,404,.300,610,1154,.529,.508,249,417,.597,298,654,952,269,118,82,287,538,1832,0,
Rick Mount,,283,50,6386,1298,2996,.433,121,382,.317,1177,2614,.450,.453,613,748,.820,167,308,475,676,105,18,428,653,3330,0,
Alonzo Mourning,,838,686,25975,5116,9701,.527,22,89,.247,5094,9612,.530,.529,4057,5862,.692,2184,4953,7137,946,414,2356,2209,2810,14311,0,
Timofey Mozgov,,454,273,8181,1230,2301,.535,11,58,.190,1219,2243,.543,.537,601,814,.738,769,1456,2225,250,139,383,527,998,3072,0,
Emmanuel Mudiay,,302,165,7187,1222,3051,.401,276,855,.323,946,2196,.431,.446,579,778,.744,138,746,884,1143,215,88,670,492,3299,0,
Erwin Mueller,,445,,9766,1309,3070,.426,0,0,,1309,3070,.426,.426,669,1074,.623,17,33,2100,881,0,0,25,927,3287,0,
Shabazz Muhammad,,278,16,4772,940,1988,.473,123,386,.319,817,1602,.510,.504,501,667,.751,294,476,770,151,81,24,183,283,2504,0,
Byron Mullens,,189,66,3446,557,1366,.408,111,348,.319,446,1018,.438,.448,173,245,.706,200,590,790,153,74,98,187,335,1398,0,
Chris Mullin,,986,822,32163,6740,13243,.509,815,2120,.384,5925,11123,.533,.540,3616,4178,.865,1026,3008,4034,3450,1530,549,2315,2050,17911,5,
Jeff Mullins,,804,,24574,5383,11631,.463,,,,,,,,2251,2764,.814,144,287,3427,3023,140,37,,2165,13017,1,
Eric Murdock,,508,224,11882,1889,4310,.438,296,863,.343,1593,3447,.462,.473,1044,1329,.786,339,922,1261,2467,830,69,991,981,5118,0,
Gheorghe Mureșan,,307,207,6729,1265,2206,.573,0,1,.000,1265,2205,.574,.573,490,761,.644,658,1299,1957,150,171,455,446,958,3020,0,
Calvin Murphy,,1002,82,30607,7247,15030,.482,10,72,.139,7237,14958,.484,.483,3445,3864,.892,499,952,2103,4402,1165,51,822,3250,17949,0,
Tod Murphy,,191,81,4071,396,872,.454,18,62,.290,378,810,.467,.464,239,352,.679,340,601,941,183,113,88,112,382,1049,0,
Troy Murphy,,729,482,19921,2848,6400,.445,613,1578,.388,2235,4822,.464,.493,1551,1977,.785,1373,4335,5708,1088,478,294,886,1890,7860,0,
Dejounte Murray,,503,432,14745,3106,6853,.453,604,1776,.340,2502,5077,.493,.497,987,1249,.790,455,2470,2925,2718,741,139,1061,901,7803,20,
Jamal Murray,,536,462,16796,3551,7799,.455,1146,3004,.381,2405,4795,.502,.529,1375,1580,.870,405,1613,2018,2509,542,197,1086,982,9623,1,
Ken Murray,,181,,2118,541,1617,.335,,,,,,,,389,521,.747,,,599,482,,,,350,1471,1,
Lamond Murray,,736,364,18477,3137,7301,.430,528,1466,.360,2609,5835,.447,.466,1484,1955,.759,936,2097,3033,978,684,319,1207,1471,8286,0,
